,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
47,"Wake Up in the Sky","Gucci Mane",619170,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
48,Money,"Cardi B",618116,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
49,"Eastside (with Halsey & Khalid)","benny blanco",609056,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
50,"Momma I Hit A Lick (feat. Kendrick Lamar)","2 Chainz",604918,https://open.spotify.com/track/7jKUnzzOGhAlPjr7LkIUlE
51,"Better Now","Post Malone",575711,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
52,"Leave Me Alone","Flipp Dinero",575662,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
53,SAD!,XXXTENTACION,552705,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
54,bloodline,"Ariana Grande",546049,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX
55,Splashin,"Rich The Kid",545308,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb
56,imagine,"Ariana Grande",540370,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow
57,"Nowadays Pt. 2 (feat. Landon Cube)","Lil Skies",517175,https://open.spotify.com/track/0Goo25lbtpwor5vb0K2r21
58,Moonlight,XXXTENTACION,515683,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
59,"Envy Me",Calboy,512777,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX
60,"Saturday Nights",Khalid,506821,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
61,"Con Calma","Daddy Yankee",503179,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
62,"Year 3000","Jonas Brothers",496643,https://open.spotify.com/track/3OB5BAGCGtnEYHRh7B6UH9
63,"fake smile","Ariana Grande",492481,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ
64,"Space Cadet (feat. Gunna)","Metro Boomin",487029,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz
65,"High Hopes","Panic! At The Disco",460985,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
66,"Stay Flo",Solange,459130,https://open.spotify.com/track/6GCIYIWUBSLontW6divqsw
67,lovely,"Billie Eilish",454098,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
68,"Bohemian Rhapsody - Remastered 2011",Queen,453712,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
69,"Stop the Madness (feat. Gunna)","Lil Skies",452619,https://open.spotify.com/track/6PXhPHhZy1MpxuTNA1Ad4L
70,"Startender (feat. Offset and Tyga)","A Boogie Wit da Hoodie",450976,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb
71,"Who Do You Love","The Chainsmokers",446660,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
72,"High Top Versace (feat. Young Thug)","2 Chainz",446517,https://open.spotify.com/track/40wyhIkaVvuZUAbAiTOkHI
73,"rockstar (feat. 21 Savage)","Post Malone",446080,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
74,"when the party's over","Billie Eilish",441452,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
75,"Pure Cocaine","Lil Baby",441056,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v
76,"MIA (feat. Drake)","Bad Bunny",437452,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
77,Breathe,"Lil Skies",431094,https://open.spotify.com/track/6NGeKy2lLt86dxDjJAtBFk
78,"Faucet Failure","Ski Mask The Slump God",430451,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
79,"Look What God Gave Her","Thomas Rhett",427979,https://open.spotify.com/track/1HY7Ze0NWqDJkl4g4MV62Q
80,"Almost (Sweet Music)",Hozier,427815,https://open.spotify.com/track/7uttm8Iurm5uK67Vr9G2Sp
81,"Calling My Spirit","Kodak Black",427625,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5
82,"Things I Imagined",Solange,426851,https://open.spotify.com/track/0jF4xsiVd8AQoIEUmn7KLt
83,Flooded,"Lil Skies",423335,https://open.spotify.com/track/6Ur6u4Ici7NYBiuGEEkNMP
84,"Sweet but Psycho","Ava Max",418943,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
85,"Don't Call Me Up",Mabel,417180,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
86,"Jocelyn Flores",XXXTENTACION,417097,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
87,"I Like It","Cardi B",414509,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
88,"Taste (feat. Offset)",Tyga,413554,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
89,ghostin,"Ariana Grande",413316,https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB
90,"Forgiven (feat. Marsha Ambrosius)","2 Chainz",412244,https://open.spotify.com/track/6f6xUMBUrXYK3JrlXXCm3R
91,"Let Me Down Slowly","Alec Benjamin",411928,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
92,Nonstop,Drake,411085,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
93,"11 Minutes (with Halsey feat. Travis Barker)",YUNGBLUD,408283,https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4
94,"Down With the Clique",Solange,404378,https://open.spotify.com/track/3803fF96TYnzkSMA0M0L5H
95,"Last Hurrah","Bebe Rexha",402139,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy
96,"Blue Strips","Lil Skies",400617,https://open.spotify.com/track/0AKwYorDdgm3NtusTmPlkn
97,"I Fall Apart","Post Malone",398224,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
98,"All Girls Are The Same","Juice WRLD",397137,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
99,"Yes Indeed","Lil Baby",396793,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
100,Noticed,"Lil Mosey",393572,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
101,"Psycho (feat. Ty Dolla $ign)","Post Malone",386635,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
102,"Ric Flair Drip (& Metro Boomin)",Offset,385174,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
103,"Be Alright","Dean Lewis",383174,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
104,"in my head","Ariana Grande",378003,https://open.spotify.com/track/4T652DlATVHe0jdLKaN3Bw
105,"Way to the Show",Solange,376270,https://open.spotify.com/track/2jVLwzrzKVhcI8UmVonVas
106,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",373846,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
107,"Nuketown (feat. Juice WRLD)","Ski Mask The Slump God",373053,https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9
108,"West Coast",G-Eazy,372642,https://open.spotify.com/track/2O8gSQ9z52tZSLJnuzjkcG
109,"Keanu Reeves",Logic,372211,https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK
110,S.O.S.,"Jonas Brothers",368895,https://open.spotify.com/track/2gGxroCYEruO4Bco35RnGU
111,"Threat 2 Society","2 Chainz",368137,https://open.spotify.com/track/00BNT97AtJ5aB8SSsE5xGH
112,"Name in the Sand","Lil Skies",365826,https://open.spotify.com/track/11p2ty4w5GpoFL4vcK0Cru
113,"Money In The Way","2 Chainz",363865,https://open.spotify.com/track/1Du1gIiBziiR6SUx3gnSvr
114,NCAA,"2 Chainz",363276,https://open.spotify.com/track/2jXpiTuwwWbCSvpkKwCfwc
115,YOSEMITE,"Travis Scott",362981,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
116,Dreams,Solange,362923,https://open.spotify.com/track/0deHsjyrgcKGMZzIuvawq3
117,Lovebug,"Jonas Brothers",360566,https://open.spotify.com/track/0JlPOiJFrlFnC5QHcLPyPV
118,"Statute Of Limitations","2 Chainz",359554,https://open.spotify.com/track/7xyiNzgTaaohnXHjKO4TXp
119,Youngblood,"5 Seconds of Summer",358270,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
120,"Look Alive (feat. Drake)","BlocBoy JB",357935,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
121,Secreto,"Anuel AA",354866,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
122,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,353497,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
123,idontwannabeyouanymore,"Billie Eilish",352334,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu
124,"Best Part (feat. Daniel Caesar)",H.E.R.,352318,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
125,"Ok 4 Now","Lil Skies",351999,https://open.spotify.com/track/0k7Qyc2J6cUryNNhf0pPEL
126,"Speed It Up",Gunna,351020,https://open.spotify.com/track/6PfI6EeLNiNGVAVg11nv7D
127,"Roses (with Juice WRLD feat. Brendon Urie)","benny blanco",349136,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47
128,"Don't Stop Me Now - Remastered 2011",Queen,348573,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
129,"Baila Baila Baila",Ozuna,346422,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
130,"10 Freaky Girls (with 21 Savage)","Metro Boomin",344743,https://open.spotify.com/track/0AluA5RNsa4Cx6XRhf2hWZ
131,"God's Plan",Drake,343346,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
132,"Bleed It",Blueface,339767,https://open.spotify.com/track/67fNrBUMc7iWMofdCaoJV9
133,"2 Dollar Bill (feat. Lil Wayne, E-40)","2 Chainz",338747,https://open.spotify.com/track/5TTLIG6IKMMcLR3iLYHHYb
134,"When I'm Wasted","Lil Skies",338089,https://open.spotify.com/track/2pzlvIwI67SEfjLwkZISh8
135,"4 Phones","Rich The Kid",336113,https://open.spotify.com/track/5qu3j7Ou6LyQFSU9N7Sb5x
136,"Fine China",Future,335456,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN
137,"Lean Wit Me","Juice WRLD",331544,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
138,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",327658,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
139,"make up","Ariana Grande",327287,https://open.spotify.com/track/27356GVuMPFWiJSZCragoM
140,"I Like Me Better",Lauv,323634,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
141,"No Stylist (feat. Drake)","French Montana",323223,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
142,changes,XXXTENTACION,319600,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
143,"Beautiful Crazy","Luke Combs",319519,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
144,Congratulations,"Post Malone",318185,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
145,"No Role Modelz","J. Cole",316594,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
146,"Time (is)",Solange,315520,https://open.spotify.com/track/6l82XaHZyodfRvNo85Pdqr
147,"This Feeling","The Chainsmokers",313160,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
148,"Beautiful (feat. Camila Cabello)",Bazzi,312042,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
149,"no tears left to cry","Ariana Grande",310956,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
150,"XO Tour Llif3","Lil Uzi Vert",310239,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
151,"Be Like Me (feat. Lil Wayne)","Lil Pump",307686,https://open.spotify.com/track/6flur5o18COKeafnjLHRiJ
152,"I'm Not Crazy, Life Is (feat. Chance The Rapper, Kodak Black)","2 Chainz",305685,https://open.spotify.com/track/3hYKgk38xGR6pGjgTkFN99
153,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",303855,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
154,"Girl's Best Friend (feat. Ty Dolla $ign)","2 Chainz",301946,https://open.spotify.com/track/4cbF3gEX2IZfvt58zQXqvN
155,goosebumps,"Travis Scott",300610,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
156,"Pimpin Ain't Eazy","Kodak Black",299651,https://open.spotify.com/track/5FxKZ4IajYIRDjAWAboiB4
157,"whoa (mind in awe)",XXXTENTACION,297967,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
158,"My Skin My Logo",Solange,296954,https://open.spotify.com/track/2S8sebSU3YRqFdD7IZw7le
159,"ocean eyes","Billie Eilish",296584,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
160,bellyache,"Billie Eilish",295845,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
161,Tequila,"Dan + Shay",294814,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
162,"Think About You",Kygo,292190,https://open.spotify.com/track/3Kuu5vASpXK8oRsxOvau6P
163,"Always Remember Us This Way","Lady Gaga",292076,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
164,"Thotiana (feat. Cardi B, YG) [Remix]",Blueface,290276,https://open.spotify.com/track/1JkrD47SDpAbyvqKtolcea
165,"SLOW DANCING IN THE DARK",Joji,290047,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
166,BAD!,XXXTENTACION,289936,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
167,"Girls Like You (feat. Cardi B) - Cardi B Version","Maroon 5",289921,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
168,"Through the Motions","Lil Skies",288800,https://open.spotify.com/track/3XVT8VNy0vpvTbFPQaBSZN
169,Binz,Solange,288738,https://open.spotify.com/track/7yvdp8dqmxExSJwT2fn6Xq
170,KIKA,6ix9ine,288454,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
171,"How Did I Get Here (feat. J. Cole)",Offset,286959,https://open.spotify.com/track/32iPykTXUNZ9oGyACGUybq
172,"Young Dumb & Broke",Khalid,285536,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
173,"Another One Bites The Dust - Remastered 2011",Queen,284607,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
174,FEFE,6ix9ine,284135,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK
175,Mansion,"Lil Skies",283484,https://open.spotify.com/track/49ImM4CYsEL5KG1hzUaCzq
176,"Never Recover (Lil Baby & Gunna, Drake)","Lil Baby",282546,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ
177,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,279656,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
178,HUMBLE.,"Kendrick Lamar",278531,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
179,"Calma - Remix","Pedro Capó",278400,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
180,"Giant (with Rag'n'Bone Man)","Calvin Harris",278328,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
181,"Nice For What",Drake,277182,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
182,Flux,"Ellie Goulding",277084,https://open.spotify.com/track/4zb3kFL9fXrrfTwIY4CcDy
183,"To Noise Making (Sing)",Hozier,276677,https://open.spotify.com/track/6dRjQxGUFZRY3ydat2JSu7
184,"In My Feelings",Drake,276671,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
185,"Demons and Angels (feat. Juice WRLD)","A Boogie Wit da Hoodie",274541,https://open.spotify.com/track/3L19besdNQzd342qL78xqm
186,Speechless,"Dan + Shay",274041,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
187,"1400 / 999 Freestyle","Trippie Redd",273895,https://open.spotify.com/track/75lcPkAkUsKWHGBlGM476R
188,Sauce!,XXXTENTACION,272977,https://open.spotify.com/track/3jq1RpStaB1YGyN3rRZGca
189,"Project Dreams",Marshmello,271979,https://open.spotify.com/track/6GSkLS2y4ZnnZsuRAj975K
190,Topanga,"Trippie Redd",271301,https://open.spotify.com/track/5aXgz1oKK8Q9z9xvTmSnrO
191,Lust,"Lil Skies",270260,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
192,"Falling Down - Bonus Track","Lil Peep",270193,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
193,"TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix","Tory Lanez",269883,https://open.spotify.com/track/51w9Jbat1pLeWINGCpnQUR
194,"Hide (feat. Seezyn)","Juice WRLD",268812,https://open.spotify.com/track/0dWYd84A57fPNoxv8OFwCD
195,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,268566,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
196,Location,Khalid,268466,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
197,monster,"21 Savage",268165,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU
198,Jerrod,Solange,268081,https://open.spotify.com/track/6ZDQdAeTYt13V67K7LJXDv
199,Mine,Bazzi,267758,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
200,"Everybody Dies In Their Nightmares",XXXTENTACION,266349,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
