,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1536712,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Rain On Me (with Ariana Grande)","Lady Gaga",1001563,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
3,"THE SCOTTS","THE SCOTTS",995807,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
4,"Blueberry Faygo","Lil Mosey",951373,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
5,"Party Girl",StaySolidRocky,926395,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
6,"Blinding Lights","The Weeknd",925035,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
7,"Toosie Slide",Drake,908404,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
8,"The Box","Roddy Ricch",834855,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
9,"WHATS POPPIN","Jack Harlow",753785,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
10,"Savage Remix (feat. Beyoncé)",Beyoncé,736218,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
11,"Sour Candy (with BLACKPINK)","Lady Gaga",719744,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
12,"Tell Me U Luv Me (with Trippie Redd)","Juice WRLD",689021,https://open.spotify.com/track/4CNcRgjGw1v9VQaTaytdnD
13,"Roses - Imanbek Remix","SAINt JHN",688343,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
14,"After Party","Don Toliver",683752,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
15,"Walk Em Down (feat. Roddy Ricch)","Roddy Ricch",655384,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
16,"Watermelon Sugar","Harry Styles",615156,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
17,"Life Is Good (feat. Drake)",Future,613105,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
18,"death bed (coffee for your head)",Powfu,596420,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
19,Circles,"Post Malone",595984,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
20,"Sunday Best",Surfaces,586517,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
21,GOOBA,6ix9ine,570126,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
22,"Intentions (feat. Quavo)","Justin Bieber",556929,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
23,"Flex (feat. Juice WRLD)","Polo G",541572,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz
