,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
125,"Too Much Sauce (feat. Future & Lil Uzi Vert)","DJ ESCO",218510,https://open.spotify.com/track/5oyUurs28XRagLa8lgm6V3
126,"Party (feat. Usher & Gucci Mane)","Chris Brown",216793,https://open.spotify.com/track/05Z7jet4VDNVgNQWcYHnrk
127,"All Ass",Migos,215367,https://open.spotify.com/track/5QxqypupYWHrY8IkGCSObQ
128,"i hate u, i love u (feat. olivia o'brien)","Garrett Nash",214642,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe
129,"beibs in the trap","Travis Scott",213724,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8
130,"Go Flex","Post Malone",212606,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
131,Immortal,"J. Cole",212524,https://open.spotify.com/track/6AGON2BGdPmPMJGiiNuuwl
132,"Good Drank","2 Chainz",211568,https://open.spotify.com/track/39pS70eeDvyCAF3t8NAlVV
133,Jumpman,Drake,210147,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ
134,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",209899,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
135,"Work from Home (feat. Ty Dolla $ign)","Fifth Harmony",208124,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb
136,"Deadz (feat. 2 Chainz)",Migos,206512,https://open.spotify.com/track/4AlrLQ2RMxOwz1gTTkb4vQ
137,"Death of a Bachelor","Panic! At The Disco",202690,https://open.spotify.com/track/1BECwm5qkaBwlbfo4kpYx8
138,"Stressed Out","Twenty One Pilots",201931,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
139,"Timeless (feat. DJ SPINKING)","A Boogie Wit da Hoodie",200776,https://open.spotify.com/track/0q5DrtpnnGpOvBy5nnPMbe
140,"Hear Me Now",Alok,199073,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON
141,"Blue Ain't Your Color","Keith Urban",197135,https://open.spotify.com/track/6ZOPiKQeibCn7fP8dncucL
142,"Running Back (feat. Lil Wayne)",Wale,196854,https://open.spotify.com/track/2h3i5tGUl6hMu572umjcGo
143,Down,"Marian Hill",195807,https://open.spotify.com/track/2dqLk7ezV15LEJEwUmEbXB
144,"One Night","Lil Yachty",194758,https://open.spotify.com/track/40yJGQyEaBbIkXpwMFkXip
145,"Big On Big",Migos,193920,https://open.spotify.com/track/3BoPOp7YNORLqMUjE5XAh9
146,"Somebody Else",VÉRITÉ,192695,https://open.spotify.com/track/34i4yxPrHWquuR4kjiivFO
147,"I Miss You",Grey,190471,https://open.spotify.com/track/1sl5tSzfK1JrcQIcA8rYDy
148,"Me, Myself & I",G-Eazy,190442,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC
149,"My Shit","A Boogie Wit da Hoodie",185579,https://open.spotify.com/track/5uQOauh47VFt3B2kV9kRXw
150,"Into You","Ariana Grande",185076,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0
151,"The Hills","The Weeknd",184649,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l
152,"Steady 1234 (feat. Jasmine Thompson & Skizzy Mars)",Vice,184443,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA
153,"Father Stretch My Hands Pt. 1","Kanye West",184181,https://open.spotify.com/track/4KW1lqgSr8TKrvBII0Brf8
154,Work,Rihanna,183118,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v
155,Thumbs,"Sabrina Carpenter",182993,https://open.spotify.com/track/3UjJP4ludb74a29P5EHEIo
156,CRZY,Kehlani,181815,https://open.spotify.com/track/6Dwtha2FtZFoMEBh5GR2sq
157,"'Till I Collapse",Eminem,179939,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT
158,Magic,"Thomas Gold",179602,https://open.spotify.com/track/5abwHwUhywLGNli5NDcEN7
159,"What They Want",Russ,179530,https://open.spotify.com/track/3pndPhlQWjuSoXhcIIdBjv
160,"I Took A Pill In Ibiza - Seeb Remix","Mike Posner",179202,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl
161,"Skateboard P",MadeinTYO,178862,https://open.spotify.com/track/4qdgv45EPcQqpQ08tF34f8
162,"Halfway Off The Balcony","Big Sean",178757,https://open.spotify.com/track/4atJ40xfasjdM9ZF3p07BV
163,"Thinking out Loud","Ed Sheeran",177996,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
164,Ophelia,"The Lumineers",177034,https://open.spotify.com/track/7bTwYGhBdSQ8vuXc76Xint
165,"Roses (feat. ROZES)","The Chainsmokers",174133,https://open.spotify.com/track/6O6M7pJLABmfBRoGZMu76Y
166,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,173481,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ
167,"Wet Dreamz","J. Cole",173277,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e
168,Photograph,"Ed Sheeran",172996,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
169,"True Colors","The Weeknd",172279,https://open.spotify.com/track/6i759FCuKx713ZnYjtpQGU
170,"This Is What You Came For (feat. Rihanna)","Calvin Harris",170498,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y
171,"There He Go","Kodak Black",168818,https://open.spotify.com/track/6canmpFnLHVUzvVWAodifz
172,"Let It Go","James Bay",168800,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP
173,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",168066,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
174,"Losin Control",Russ,167547,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
175,"Pop Style",Drake,167229,https://open.spotify.com/track/1WRy5l3TwrwlzNmB5bOeKw
176,Distraction,Kehlani,166187,https://open.spotify.com/track/2wSQyp6VzUopSFBinRo1iD
177,"Taped up Heart (feat. Clara Mae)",KREAM,165895,https://open.spotify.com/track/26hcyzSE154xMZCbFdtInA
178,"May We All","Florida Georgia Line",165376,https://open.spotify.com/track/498ZVInMGDkmmNVpSWqHiZ
179,"Dirt On My Boots","Jon Pardi",165139,https://open.spotify.com/track/7f08qp3HROTkfrtNpiYGGo
180,oui,Jeremih,164699,https://open.spotify.com/track/0PJIbOdMs3bd5AT8liULMQ
181,Capsize,FRENSHIP,163983,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco
182,Gold,Kiiara,163876,https://open.spotify.com/track/6WhzFzROw3aq3rPWjgYlxr
183,Antidote,"Travis Scott",162569,https://open.spotify.com/track/1wHZx0LgzFHyeIZkUydNXq
184,"Never Be Like You",Flume,162179,https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr
185,"Juke Jam (feat. Justin Bieber & Towkio)","Chance the Rapper",160972,https://open.spotify.com/track/3eze1OsZ1rqeXkKStNfTmi
186,PILLOWTALK,ZAYN,160516,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1
187,"Rap God",Eminem,159386,https://open.spotify.com/track/6sDQ4uiWw9OdVrCXFLSlZt
188,"Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)","A$AP Mob",158719,https://open.spotify.com/track/59e7E2LMPZ2bhW5G6aCwX8
189,Famous,"Kanye West",157186,https://open.spotify.com/track/19a3JfW8BQwqHWUMbcqSx8
190,Secrets,"The Weeknd",156120,https://open.spotify.com/track/3DX4Y0egvc0slLcLl31h2p
191,"Still Here",Drake,155893,https://open.spotify.com/track/433P7tDcIAi6NLnf4Sh6tI
192,"Say It (feat. Tove Lo)",Flume,155875,https://open.spotify.com/track/4sQMalN597HdggTu196aL0
193,"High For Hours","J. Cole",155137,https://open.spotify.com/track/4WfjYOo0JxommRm1PyObJl
194,"You & Me","Marc E. Bassy",155029,https://open.spotify.com/track/4QdovcM8j50QPlyR7tH4xe
195,"Let Me Explain","Bryson Tiller",154171,https://open.spotify.com/track/1trZGMI2CGyVT44STkpCoN
196,"Send My Love (To Your New Lover)",Adele,153964,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb
197,"7 Years","Lukas Graham",153899,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L
198,"Love Yourself","Justin Bieber",153763,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
199,"Not Nice",PARTYNEXTDOOR,153399,https://open.spotify.com/track/4STaHtfguDMkWbPEo6Fwcx
200,PRBLMS,6LACK,152418,https://open.spotify.com/track/2wf9bp4MkChojtljddWpbO
