,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
38,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",421504,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
39,"All Girls Are The Same","Juice WRLD",416353,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
40,"Lucid Dreams","Juice WRLD",402082,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
41,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",400153,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
42,"Reminds Me Of You","Juice WRLD",393670,https://open.spotify.com/track/5YSHygGN9D0mID1NsVd5my
43,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",390820,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
44,"Life Is Good (feat. Drake)",Future,389707,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
45,"Rain On Me (with Ariana Grande)","Lady Gaga",385147,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
46,"Go Crazy","Chris Brown",384365,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
47,"my ex's best friend (with blackbear)","Machine Gun Kelly",382370,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
48,Dynamite,BTS,375444,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
49,"Cry Baby (feat. DaBaby)","Megan Thee Stallion",373902,https://open.spotify.com/track/4aarlAfLKVCTxUDNgbwhjH
50,Robbery,"Juice WRLD",370476,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
51,"Savage Love (Laxed - Siren Beat)","Jawsh 685",367765,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
52,"champagne problems","Taylor Swift",362687,https://open.spotify.com/track/0sY6ZUTh4yoctD8VIXz339
53,pov,"Ariana Grande",360672,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
54,"Forever After All","Luke Combs",359321,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew
55,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",355878,https://open.spotify.com/track/2Z71PZlOeF9YVze4hy1A1a
56,Runnin,"21 Savage",354784,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk
57,"I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston",352195,https://open.spotify.com/track/2tUBqZG2AbRi7Q0BIrVrEj
58,"you broke me first","Tate McRae",349704,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
59,"Heat Waves","Glass Animals",345858,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
60,"Don't Stop Me Now - Remastered 2011",Queen,344631,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
61,"Lonely (with benny blanco)","Justin Bieber",344244,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
62,Doomsday,"MF DOOM",342640,https://open.spotify.com/track/7lT1dCz96jANsLAAADlfIg
63,"On Me","Lil Baby",341833,https://open.spotify.com/track/4Iedi94TIaB2GGb1nMB68v
64,"SO DONE","The Kid LAROI",341686,https://open.spotify.com/track/3qgPpwtuRu5oP8EtFSj8HE
65,Heather,"Conan Gray",340457,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
66,"POPSTAR (feat. Drake)","DJ Khaled",340194,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
67,"bad guy","Billie Eilish",337957,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
68,Afterglow,"Ed Sheeran",335163,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
69,"I Gotta Feeling","Black Eyed Peas",334520,https://open.spotify.com/track/4kLLWz7srcuLKA7Et40PQR
70,"Prisoner (feat. Dua Lipa)","Miley Cyrus",331910,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
71,"Mr. Right Now (feat. Drake)","21 Savage",326757,https://open.spotify.com/track/4Q34FP1AT7GEl9oLgNtiWj
72,Bang!,AJR,324951,https://open.spotify.com/track/53BHUFdQphHiZUUG3nx9zn
73,"Don't Start Now","Dua Lipa",324573,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
74,"I Like It","Cardi B",322275,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
75,PRACTICE,DaBaby,321903,https://open.spotify.com/track/4Z5FyQlevoHoa5FsIVKZju
76,"Adore You","Harry Styles",321146,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
77,"Someone You Loved","Lewis Capaldi",320793,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
78,"LA NOCHE DE ANOCHE","Bad Bunny",320098,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
79,"Martin & Gina","Polo G",319757,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
80,"Feel So Close - Radio Edit","Calvin Harris",318906,https://open.spotify.com/track/1gihuPhrLraKYrJMAEONyc
81,"Rapp Snitch Knishes (feat. Mr. Fantastik)","MF DOOM",317159,https://open.spotify.com/track/4xz7WX28IkmcaHv06lCezR
82,"24K Magic","Bruno Mars",313112,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
83,"rockstar (feat. 21 Savage)","Post Malone",312848,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
84,"Hey Ya!",Outkast,312808,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM
85,Closer,"The Chainsmokers",311033,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
86,"hot girl bummer",blackbear,308355,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
87,"Adderall (Corvette Corvette) - Remix","Popp Hunna",308068,https://open.spotify.com/track/7s95nPLMfiLTPoQ7pqUFmO
88,ROXANNE,"Arizona Zervas",307749,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
89,"Somebody’s Problem","Morgan Wallen",306142,https://open.spotify.com/track/0SErdEdRcVX1uJCf1eTGYH
90,"Moonwalking in Calabasas (feat. Blueface) - Remix",DDG,304972,https://open.spotify.com/track/7o4gBbTM6UBLkOYPw9xMCz
91,"Holy (feat. Chance The Rapper)","Justin Bieber",304715,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
92,"death bed (coffee for your head)",Powfu,303999,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
93,goosebumps,"Travis Scott",298762,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
94,Accordion,Madvillain,295698,https://open.spotify.com/track/5jAvbp8kEnRPToi4Bzcvzt
95,September,"Earth, Wind & Fire",294870,https://open.spotify.com/track/4f2GB5ZC7vOUYPAg69N2Xw
96,"WHATS POPPIN","Jack Harlow",294329,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
97,"Godzilla (feat. Juice WRLD)",Eminem,292956,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
98,"Before You Go","Lewis Capaldi",289944,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
99,"God's Plan",Drake,288885,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
100,"Still Trappin' (with King Von)","Lil Durk",288630,https://open.spotify.com/track/43BlKpJcSrC9AsJ3F1DKg9
101,Hayloft,"Mother Mother",288206,https://open.spotify.com/track/2kS6td1yvmpNgZTt1q5pQq
102,"Mood Swings (feat. Lil Tjay)","Pop Smoke",287689,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
103,"Intentions (feat. Quavo)","Justin Bieber",287637,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
104,"All Caps",Madvillain,287457,https://open.spotify.com/track/1Y2ExJJ9Dmb9po8K0ybSj3
105,BOP,DaBaby,282969,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
106,"Ballin' (with Roddy Ricch)",Mustard,278374,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
107,"GO (feat. Juice WRLD)","The Kid LAROI",277885,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ
108,Sofia,Clairo,277559,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
109,"Feel It Still","Portugal. The Man",276722,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
110,"More Than My Hometown","Morgan Wallen",275283,https://open.spotify.com/track/0eBXyY4SatzpE7opnzgXvz
111,"Daddy Issues","The Neighbourhood",275144,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
112,BICHOTA,"KAROL G",273710,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
113,"7 Summers","Morgan Wallen",272613,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy
114,Dior,"Pop Smoke",271910,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
115,"Show Out (with Skepta & Pop Smoke)","Kid Cudi",271849,https://open.spotify.com/track/5CFJRZRq6sdKKtRwNPWbYv
116,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",271326,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
117,"Jocelyn Flores",XXXTENTACION,271132,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
118,"Took Her To The O","King Von",270083,https://open.spotify.com/track/7fEoXCZTZFosUFvFQg1BmW
119,"Drankin N Smokin",Future,269018,https://open.spotify.com/track/0k7wmahjkn389wAZdz19Cv
120,Wonder,"Shawn Mendes",268143,https://open.spotify.com/track/6ZuahEctZD6w75peme58hm
121,"Dead Man Walking","Brent Faiyaz",268047,https://open.spotify.com/track/5VlTQnZO89Ioku8ssdbqJk
122,"Toosie Slide",Drake,268040,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
123,Daisy,Ashnikko,267625,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
124,Slay3r,"Playboi Carti",266531,https://open.spotify.com/track/1eMNW1HQjF1dbb4GtnmpaX
125,"After Party","Don Toliver",264901,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
126,"Kacey Talk","YoungBoy Never Broke Again",264730,https://open.spotify.com/track/1SF8piqsZWn86DajVKih8F
127,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",262055,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
128,"HIGHEST IN THE ROOM","Travis Scott",261830,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
129,"No Role Modelz","J. Cole",261501,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
130,"no body, no crime (feat. HAIM)","Taylor Swift",260598,https://open.spotify.com/track/6NriykdkRrjQMZo1sfVYUo
131,"‘tis the damn season","Taylor Swift",258559,https://open.spotify.com/track/4GBkffrtA51p17JH35irGA
132,Righteous,"Juice WRLD",258402,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm
133,"E-GIRLS ARE RUINING MY LIFE!",CORPSE,257845,https://open.spotify.com/track/7bCfHiRcfUjG0YVVNUL7Ve
134,"Pumped Up Kicks","Foster The People",255069,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT
135,"gold rush","Taylor Swift",254883,https://open.spotify.com/track/5BK0uqwY9DNfZ630STAEaq
136,"We Paid (feat. 42 Dugg)","Lil Baby",254684,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
137,"Good as Hell (feat. Ariana Grande)",Lizzo,254456,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
138,"Whiskey Glasses","Morgan Wallen",253822,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
139,"SICKO MODE","Travis Scott",253281,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
140,"You Make My Dreams (Come True)","Daryl Hall & John Oates",253049,https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk
141,"Paper Planes",M.I.A.,252589,https://open.spotify.com/track/1kusepF3AacIEtUTYrw4GV
142,"If the World Was Ending (feat. Julia Michaels)","JP Saxe",251166,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
143,"Hawái - Remix",Maluma,251163,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
144,"Kings & Queens","Ava Max",250747,https://open.spotify.com/track/7a53HqqArd4b9NF4XAmlbI
145,"THE SCOTTS","THE SCOTTS",250636,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
146,"SLOW DANCING IN THE DARK",Joji,250443,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
147,"Party Girl",StaySolidRocky,249689,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
148,"TE MUDASTE","Bad Bunny",247102,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
149,"Ain't No Mountain High Enough","Marvin Gaye",246562,https://open.spotify.com/track/7tqhbajSfrz2F7E1Z75ASX
150,"Electric Love",BØRNS,246488,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
151,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",245179,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
152,Falling,"Trevor Daniel",244852,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
153,Snowman,Sia,242177,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq
154,"Girls in the Hood","Megan Thee Stallion",241175,https://open.spotify.com/track/7yiSvALPjMrBLDDrbcDRNy
155,"Be Like That - feat. Swae Lee & Khalid","Kane Brown",240885,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
156,"Shape of You","Ed Sheeran",240857,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
157,"TiK ToK",Kesha,239325,https://open.spotify.com/track/0HPD5WQqrq7wPWR7P7Dw1i
158,"The Middle",Zedd,238386,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
159,"Mr. Brightside","The Killers",238258,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
160,"20 Min","Lil Uzi Vert",237960,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
161,"High Fashion (feat. Mustard)","Roddy Ricch",237203,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
162,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",236743,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49
163,"Wake Me Up",Avicii,235386,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
164,"Potential Breakup Song","Aly & AJ",234510,https://open.spotify.com/track/2ieu0FHqTpBUrMoCFVL3cb
165,"Starting Over","Chris Stapleton",233504,https://open.spotify.com/track/3K07bGe8iljQ3mOKArHLDo
166,Golden,"Harry Styles",232668,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
167,"Head & Heart (feat. MNEK)","Joel Corry",231573,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
168,"XO Tour Llif3","Lil Uzi Vert",231423,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
169,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",230886,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
170,"Spicy (feat. Post Malone)","Ty Dolla $ign",230659,https://open.spotify.com/track/5IUtvfNvOyVYZUa6AJFrnP
171,"Stayin Alive","Bee Gees",230242,https://open.spotify.com/track/5ubvP9oKmxLUVq506fgLhk
172,21,"Polo G",230145,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H
173,Goosebumps,HVME,230117,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
174,"Are You Bored Yet? (feat. Clairo)",Wallows,229270,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
175,Happier,Marshmello,228943,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
176,"One Dance",Drake,228829,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
177,"Smile (with The Weeknd)","Juice WRLD",227976,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
178,"DOLLAZ ON MY HEAD (feat. Young Thug)",Gunna,226726,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
179,SAD!,XXXTENTACION,224965,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
180,"I Don't Care (with Justin Bieber)","Ed Sheeran",223247,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
181,"MIDDLE CHILD","J. Cole",222940,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
182,"Don't Stop Believin'",Journey,221608,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
183,"The Less I Know The Better","Tame Impala",220296,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
184,Wow.,"Post Malone",220269,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
185,"Chasin' You","Morgan Wallen",219379,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A
186,Errbody,"Lil Baby",218646,https://open.spotify.com/track/6eVxH9Kyanzrw636zJRPcw
187,"Star Shopping","Lil Peep",218314,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp
188,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",216847,https://open.spotify.com/track/1Z0cZI0UzNbP9L8MzzGxqf
189,"Vamp Anthem","Playboi Carti",216635,https://open.spotify.com/track/4CzhtKifG867Lu5DNQVBSA
190,PTSD,"G Herbo",216481,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
191,"Rhymes Like Dimes","MF DOOM",216148,https://open.spotify.com/track/12OkZyDWNBLUqoReoseGrc
192,"All The Stars (with SZA)","Kendrick Lamar",214769,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
193,"Train Wreck","James Arthur",214579,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
194,505,"Arctic Monkeys",214359,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
195,"Truth Hurts",Lizzo,214031,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq
196,"Armed And Dangerous","Juice WRLD",213285,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
197,"Hit Different",SZA,213172,https://open.spotify.com/track/7Bar1kLTmsRmH6FCKKMEyU
198,"Everybody Dies In Their Nightmares",XXXTENTACION,213026,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
199,Promiscuous,"Nelly Furtado",212765,https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN
200,"7 rings","Ariana Grande",212464,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
