,artist_name,track_name,track_id,popularity,release_date,artist_followers,Position,Track Name,Artist,Streams,URL,Date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
7757,Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,84,2018-10-26,5042552,104,SLOW DANCING IN THE DARK,Joji,303492,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,01/01/2020,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4
7769,Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,84,2018-10-26,5042552,146,SLOW DANCING IN THE DARK,Joji,250443,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,01/01/2021,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4
7781,Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,84,2018-10-26,5042552,115,SLOW DANCING IN THE DARK,Joji,287625,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,07/01/2019,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4
7793,Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,84,2018-10-26,5042552,93,SLOW DANCING IN THE DARK,Joji,289257,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,07/01/2020,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4
7805,Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,84,2018-10-26,5042552,177,SLOW DANCING IN THE DARK,Joji,223722,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,07/01/2021,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4
7817,Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,84,2018-10-26,5042552,76,SLOW DANCING IN THE DARK,Joji,437639,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6,10/01/2018,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4
7829,Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,84,2018-10-26,5042552,73,SLOW DANCING IN THE DARK,Joji,361293,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,10/01/2019,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4
7841,Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,84,2018-10-26,5042552,67,SLOW DANCING IN THE DARK,Joji,327849,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,10/01/2020,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4
7853,Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,84,2018-10-26,5042552,130,SLOW DANCING IN THE DARK,Joji,259575,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,10/01/2021,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4
7865,Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,78,2018-06-29,58378449,95,Nonstop,Drake,344467,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,04/01/2019,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,audio_features,0TlLq3lA83rQOYtrqBqSct,spotify:track:0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/tracks/0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/audio-analysis/0TlLq3lA83rQOYtrqBqSct,238614,4
7871,Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,78,2018-06-29,58378449,24,Nonstop,Drake,621972,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,01/01/2019,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,audio_features,0TlLq3lA83rQOYtrqBqSct,spotify:track:0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/tracks/0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/audio-analysis/0TlLq3lA83rQOYtrqBqSct,238614,4
7877,Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,78,2018-06-29,58378449,1,Nonstop,Drake,3421046,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX,07/01/2018,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,audio_features,0TlLq3lA83rQOYtrqBqSct,spotify:track:0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/tracks/0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/audio-analysis/0TlLq3lA83rQOYtrqBqSct,238614,4
7883,Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,78,2018-06-29,58378449,116,Nonstop,Drake,283988,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,07/01/2019,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,audio_features,0TlLq3lA83rQOYtrqBqSct,spotify:track:0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/tracks/0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/audio-analysis/0TlLq3lA83rQOYtrqBqSct,238614,4
7889,Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,78,2018-06-29,58378449,22,Nonstop,Drake,839346,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,10/01/2018,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,audio_features,0TlLq3lA83rQOYtrqBqSct,spotify:track:0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/tracks/0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/audio-analysis/0TlLq3lA83rQOYtrqBqSct,238614,4
7895,Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,78,2018-06-29,58378449,192,Nonstop,Drake,220789,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,10/01/2019,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,audio_features,0TlLq3lA83rQOYtrqBqSct,spotify:track:0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/tracks/0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/audio-analysis/0TlLq3lA83rQOYtrqBqSct,238614,4
7901,Billie Eilish,bellyache,51NFxnQvaosfDDutk0tams,76,2017-02-24,51477868,96,bellyache,Billie Eilish,342201,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,04/01/2019,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,audio_features,51NFxnQvaosfDDutk0tams,spotify:track:51NFxnQvaosfDDutk0tams,https://api.spotify.com/v1/tracks/51NFxnQvaosfDDutk0tams,https://api.spotify.com/v1/audio-analysis/51NFxnQvaosfDDutk0tams,179172,4
7904,Billie Eilish,bellyache,51NFxnQvaosfDDutk0tams,76,2017-02-24,51477868,150,bellyache,Billie Eilish,231377,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,01/01/2019,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,audio_features,51NFxnQvaosfDDutk0tams,spotify:track:51NFxnQvaosfDDutk0tams,https://api.spotify.com/v1/tracks/51NFxnQvaosfDDutk0tams,https://api.spotify.com/v1/audio-analysis/51NFxnQvaosfDDutk0tams,179172,4
7907,Billie Eilish,bellyache,51NFxnQvaosfDDutk0tams,76,2017-02-24,51477868,179,bellyache,Billie Eilish,222143,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,07/01/2019,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,audio_features,51NFxnQvaosfDDutk0tams,spotify:track:51NFxnQvaosfDDutk0tams,https://api.spotify.com/v1/tracks/51NFxnQvaosfDDutk0tams,https://api.spotify.com/v1/audio-analysis/51NFxnQvaosfDDutk0tams,179172,4
7910,Kodak Black,Calling My Spirit,2MShy1GSSgbmGUxADNIao5,69,2018-12-14,7439250,97,Calling My Spirit,Kodak Black,340219,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5,04/01/2019,0.91,0.366,1,-9.954,1,0.0941,0.0996,0.0,0.261,0.74,119.985,audio_features,2MShy1GSSgbmGUxADNIao5,spotify:track:2MShy1GSSgbmGUxADNIao5,https://api.spotify.com/v1/tracks/2MShy1GSSgbmGUxADNIao5,https://api.spotify.com/v1/audio-analysis/2MShy1GSSgbmGUxADNIao5,152000,4
7912,Kodak Black,Calling My Spirit,2MShy1GSSgbmGUxADNIao5,69,2018-12-14,7439250,60,Calling My Spirit,Kodak Black,378905,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5,01/01/2019,0.91,0.366,1,-9.954,1,0.0941,0.0996,0.0,0.261,0.74,119.985,audio_features,2MShy1GSSgbmGUxADNIao5,spotify:track:2MShy1GSSgbmGUxADNIao5,https://api.spotify.com/v1/tracks/2MShy1GSSgbmGUxADNIao5,https://api.spotify.com/v1/audio-analysis/2MShy1GSSgbmGUxADNIao5,152000,4
7914,Bad Bunny,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,78,2018-10-11,39143060,98,MIA (feat. Drake),Bad Bunny,338080,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,04/01/2019,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,audio_features,116H0KvKr2Zl4RPuVBruDO,spotify:track:116H0KvKr2Zl4RPuVBruDO,https://api.spotify.com/v1/tracks/116H0KvKr2Zl4RPuVBruDO,https://api.spotify.com/v1/audio-analysis/116H0KvKr2Zl4RPuVBruDO,210368,4
7918,Bad Bunny,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,78,2018-10-11,39143060,16,MIA (feat. Drake),Bad Bunny,693951,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,01/01/2019,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,audio_features,116H0KvKr2Zl4RPuVBruDO,spotify:track:116H0KvKr2Zl4RPuVBruDO,https://api.spotify.com/v1/tracks/116H0KvKr2Zl4RPuVBruDO,https://api.spotify.com/v1/audio-analysis/116H0KvKr2Zl4RPuVBruDO,210368,4
7922,Bad Bunny,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,78,2018-10-11,39143060,151,MIA (feat. Drake),Bad Bunny,250410,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,01/01/2020,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,audio_features,116H0KvKr2Zl4RPuVBruDO,spotify:track:116H0KvKr2Zl4RPuVBruDO,https://api.spotify.com/v1/tracks/116H0KvKr2Zl4RPuVBruDO,https://api.spotify.com/v1/audio-analysis/116H0KvKr2Zl4RPuVBruDO,210368,4
7926,Bad Bunny,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,78,2018-10-11,39143060,175,MIA (feat. Drake),Bad Bunny,227218,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,07/01/2019,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,audio_features,116H0KvKr2Zl4RPuVBruDO,spotify:track:116H0KvKr2Zl4RPuVBruDO,https://api.spotify.com/v1/tracks/116H0KvKr2Zl4RPuVBruDO,https://api.spotify.com/v1/audio-analysis/116H0KvKr2Zl4RPuVBruDO,210368,4
7930,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,2016-12-09,34700003,99,I Fall Apart,Post Malone,337978,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,04/01/2019,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
7943,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,2016-12-09,34700003,110,I Fall Apart,Post Malone,280888,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,04/01/2020,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
7956,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,2016-12-09,34700003,149,I Fall Apart,Post Malone,236841,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,04/01/2021,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
7969,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,2016-12-09,34700003,8,I Fall Apart,Post Malone,813516,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,01/01/2018,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
7982,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,2016-12-09,34700003,54,I Fall Apart,Post Malone,402059,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,01/01/2019,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
7995,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,2016-12-09,34700003,122,I Fall Apart,Post Malone,274074,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,01/01/2020,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
8008,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,2016-12-09,34700003,59,I Fall Apart,Post Malone,432799,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,07/01/2018,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
8021,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,2016-12-09,34700003,128,I Fall Apart,Post Malone,271530,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,07/01/2019,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
8034,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,2016-12-09,34700003,114,I Fall Apart,Post Malone,266963,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,07/01/2020,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
8047,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,2016-12-09,34700003,14,I Fall Apart,Post Malone,681528,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,10/01/2017,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
8060,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,2016-12-09,34700003,79,I Fall Apart,Post Malone,415586,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,10/01/2018,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
8073,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,2016-12-09,34700003,109,I Fall Apart,Post Malone,299473,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,10/01/2019,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
8086,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,2016-12-09,34700003,154,I Fall Apart,Post Malone,239269,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,10/01/2020,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
8099,Juice WRLD,Empty,41MCdlvXOl62B7Kv86Bb1v,77,2019-03-08,20411543,100,Empty,Juice WRLD,337478,https://open.spotify.com/track/41MCdlvXOl62B7Kv86Bb1v,04/01/2019,0.745,0.561,0,-4.869,1,0.0807,0.0758,0.0,0.133,0.449,77.557,audio_features,41MCdlvXOl62B7Kv86Bb1v,spotify:track:41MCdlvXOl62B7Kv86Bb1v,https://api.spotify.com/v1/tracks/41MCdlvXOl62B7Kv86Bb1v,https://api.spotify.com/v1/audio-analysis/41MCdlvXOl62B7Kv86Bb1v,248431,4
8100,Queen,Bohemian Rhapsody - Remastered 2011,7tFiyTwD0nx5a1eklYtX2J,74,1975-11-21,37644829,101,Bohemian Rhapsody - Remastered 2011,Queen,335176,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,04/01/2019,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,audio_features,7tFiyTwD0nx5a1eklYtX2J,spotify:track:7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J,354320,4
8105,Queen,Bohemian Rhapsody - Remastered 2011,7tFiyTwD0nx5a1eklYtX2J,74,1975-11-21,37644829,87,Bohemian Rhapsody - Remastered 2011,Queen,223789,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY,01/01/2017,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,audio_features,7tFiyTwD0nx5a1eklYtX2J,spotify:track:7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J,354320,4
8110,Queen,Bohemian Rhapsody - Remastered 2011,7tFiyTwD0nx5a1eklYtX2J,74,1975-11-21,37644829,90,Bohemian Rhapsody - Remastered 2011,Queen,312345,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,01/01/2019,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,audio_features,7tFiyTwD0nx5a1eklYtX2J,spotify:track:7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J,354320,4
8115,Queen,Bohemian Rhapsody - Remastered 2011,7tFiyTwD0nx5a1eklYtX2J,74,1975-11-21,37644829,148,Bohemian Rhapsody - Remastered 2011,Queen,251095,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,07/01/2019,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,audio_features,7tFiyTwD0nx5a1eklYtX2J,spotify:track:7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J,354320,4
8120,Queen,Bohemian Rhapsody - Remastered 2011,7tFiyTwD0nx5a1eklYtX2J,74,1975-11-21,37644829,188,Bohemian Rhapsody - Remastered 2011,Queen,222476,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,10/01/2019,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,audio_features,7tFiyTwD0nx5a1eklYtX2J,spotify:track:7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J,354320,4
8125,City Girls,Act Up,3A2yGHWIzmGEIolwonU69h,69,2018-11-16,1731250,102,Act Up,City Girls,334222,https://open.spotify.com/track/4eIT2gZ0WZyJpgfmoD6saJ,04/01/2019,0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075,audio_features,3A2yGHWIzmGEIolwonU69h,spotify:track:3A2yGHWIzmGEIolwonU69h,https://api.spotify.com/v1/tracks/3A2yGHWIzmGEIolwonU69h,https://api.spotify.com/v1/audio-analysis/3A2yGHWIzmGEIolwonU69h,158332,4
8128,City Girls,Act Up,3A2yGHWIzmGEIolwonU69h,69,2018-11-16,1731250,97,Act Up,City Girls,305112,https://open.spotify.com/track/3A2yGHWIzmGEIolwonU69h,07/01/2019,0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075,audio_features,3A2yGHWIzmGEIolwonU69h,spotify:track:3A2yGHWIzmGEIolwonU69h,https://api.spotify.com/v1/tracks/3A2yGHWIzmGEIolwonU69h,https://api.spotify.com/v1/audio-analysis/3A2yGHWIzmGEIolwonU69h,158332,4
8131,City Girls,Act Up,3A2yGHWIzmGEIolwonU69h,69,2018-11-16,1731250,190,Act Up,City Girls,222098,https://open.spotify.com/track/3A2yGHWIzmGEIolwonU69h,10/01/2019,0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075,audio_features,3A2yGHWIzmGEIolwonU69h,spotify:track:3A2yGHWIzmGEIolwonU69h,https://api.spotify.com/v1/tracks/3A2yGHWIzmGEIolwonU69h,https://api.spotify.com/v1/audio-analysis/3A2yGHWIzmGEIolwonU69h,158332,4
