,artist_name,track_name,track_id,popularity,release_date,artist_followers,Position,Track Name,Artist,Streams,URL,Date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
14534,Rich The Kid,Plug Walk,1ZAyjvIk9YiD76yYy0TEG6,75,2018-03-30,2703380,116,Plug Walk,Rich The Kid,306945,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6,10/01/2018,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,audio_features,1ZAyjvIk9YiD76yYy0TEG6,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,https://api.spotify.com/v1/tracks/1ZAyjvIk9YiD76yYy0TEG6,https://api.spotify.com/v1/audio-analysis/1ZAyjvIk9YiD76yYy0TEG6,175230,4
14537,Ariana Grande,God is a woman,5OCJzvD7sykQEKHH7qAC3C,80,2018-08-17,71193149,104,God is a woman,Ariana Grande,284757,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,01/01/2019,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,audio_features,5OCJzvD7sykQEKHH7qAC3C,spotify:track:5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,197547,4
14539,Ariana Grande,God is a woman,5OCJzvD7sykQEKHH7qAC3C,80,2018-08-17,71193149,62,God is a woman,Ariana Grande,461042,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,10/01/2018,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,audio_features,5OCJzvD7sykQEKHH7qAC3C,spotify:track:5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,197547,4
14541,Kodak Black,MoshPit (feat. Juice WRLD),4KX8vXbouybtUptEyYxtIk,64,2018-12-14,7439250,106,MoshPit (feat. Juice WRLD),Kodak Black,283816,https://open.spotify.com/track/4KX8vXbouybtUptEyYxtIk,01/01/2019,0.769,0.627,7,-4.064,1,0.262,0.394,0.0,0.106,0.49,157.938,audio_features,4KX8vXbouybtUptEyYxtIk,spotify:track:4KX8vXbouybtUptEyYxtIk,https://api.spotify.com/v1/tracks/4KX8vXbouybtUptEyYxtIk,https://api.spotify.com/v1/audio-analysis/4KX8vXbouybtUptEyYxtIk,164038,4
14542,Nio Garcia,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,77,2018-04-13,2425831,108,Te Boté - Remix,Nio Garcia,279638,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,01/01/2019,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,audio_features,3V8UKqhEK5zBkBb6d6ub8i,spotify:track:3V8UKqhEK5zBkBb6d6ub8i,https://api.spotify.com/v1/tracks/3V8UKqhEK5zBkBb6d6ub8i,https://api.spotify.com/v1/audio-analysis/3V8UKqhEK5zBkBb6d6ub8i,417920,4
14545,Nio Garcia,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,77,2018-04-13,2425831,56,Te Boté - Remix,Nio Garcia,445089,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,07/01/2018,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,audio_features,3V8UKqhEK5zBkBb6d6ub8i,spotify:track:3V8UKqhEK5zBkBb6d6ub8i,https://api.spotify.com/v1/tracks/3V8UKqhEK5zBkBb6d6ub8i,https://api.spotify.com/v1/audio-analysis/3V8UKqhEK5zBkBb6d6ub8i,417920,4
14548,Nio Garcia,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,77,2018-04-13,2425831,103,Te Boté - Remix,Nio Garcia,337184,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,10/01/2018,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,audio_features,3V8UKqhEK5zBkBb6d6ub8i,spotify:track:3V8UKqhEK5zBkBb6d6ub8i,https://api.spotify.com/v1/tracks/3V8UKqhEK5zBkBb6d6ub8i,https://api.spotify.com/v1/audio-analysis/3V8UKqhEK5zBkBb6d6ub8i,417920,4
14551,6ix9ine,TIC TOC,2UbGTULrgk641ZzV4vWfXK,58,2018-11-27,6618045,110,TIC TOC,6ix9ine,276108,https://open.spotify.com/track/4m5Cd9kAbIxg6t9sMrQWtk,01/01/2019,0.82,0.691,6,-6.646,0,0.0723,0.0115,0.0,0.344,0.683,142.027,audio_features,2UbGTULrgk641ZzV4vWfXK,spotify:track:2UbGTULrgk641ZzV4vWfXK,https://api.spotify.com/v1/tracks/2UbGTULrgk641ZzV4vWfXK,https://api.spotify.com/v1/audio-analysis/2UbGTULrgk641ZzV4vWfXK,135739,4
14552,DJ Khaled,No Brainer,5WvAo7DNuPRmk4APhdPzi8,68,2018-07-27,6589817,113,No Brainer,DJ Khaled,272686,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,01/01/2019,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,audio_features,5WvAo7DNuPRmk4APhdPzi8,spotify:track:5WvAo7DNuPRmk4APhdPzi8,https://api.spotify.com/v1/tracks/5WvAo7DNuPRmk4APhdPzi8,https://api.spotify.com/v1/audio-analysis/5WvAo7DNuPRmk4APhdPzi8,260000,5
14554,DJ Khaled,No Brainer,5WvAo7DNuPRmk4APhdPzi8,68,2018-07-27,6589817,66,No Brainer,DJ Khaled,457210,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,10/01/2018,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,audio_features,5WvAo7DNuPRmk4APhdPzi8,spotify:track:5WvAo7DNuPRmk4APhdPzi8,https://api.spotify.com/v1/tracks/5WvAo7DNuPRmk4APhdPzi8,https://api.spotify.com/v1/audio-analysis/5WvAo7DNuPRmk4APhdPzi8,260000,5
14556,6ix9ine,MAMA,5FlmoOiXokZHJvESrFbsyg,60,2018-11-27,6618045,114,MAMA,6ix9ine,269796,https://open.spotify.com/track/1oJ8EDr2pv94IvSd6ZmDgo,01/01/2019,0.761,0.672,1,-5.887,1,0.212,0.0893,9.77e-06,0.14,0.437,160.077,audio_features,5FlmoOiXokZHJvESrFbsyg,spotify:track:5FlmoOiXokZHJvESrFbsyg,https://api.spotify.com/v1/tracks/5FlmoOiXokZHJvESrFbsyg,https://api.spotify.com/v1/audio-analysis/5FlmoOiXokZHJvESrFbsyg,192405,3
14557,Lil Wayne,Uproar,3wScL5W8H40zzCKN0atfBk,69,2018-09-28,11060273,115,Uproar,Lil Wayne,269394,https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk,01/01/2019,0.743,0.87,1,-2.188,1,0.212,0.0595,0.0,0.299,0.884,99.079,audio_features,3wScL5W8H40zzCKN0atfBk,spotify:track:3wScL5W8H40zzCKN0atfBk,https://api.spotify.com/v1/tracks/3wScL5W8H40zzCKN0atfBk,https://api.spotify.com/v1/audio-analysis/3wScL5W8H40zzCKN0atfBk,194184,4
14559,Lil Wayne,Uproar,3wScL5W8H40zzCKN0atfBk,69,2018-09-28,11060273,3,Uproar,Lil Wayne,1546988,https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk,10/01/2018,0.743,0.87,1,-2.188,1,0.212,0.0595,0.0,0.299,0.884,99.079,audio_features,3wScL5W8H40zzCKN0atfBk,spotify:track:3wScL5W8H40zzCKN0atfBk,https://api.spotify.com/v1/tracks/3wScL5W8H40zzCKN0atfBk,https://api.spotify.com/v1/audio-analysis/3wScL5W8H40zzCKN0atfBk,194184,4
14561,Bruno Mars,Finesse - Remix; feat. Cardi B,3Vo4wInECJQuz9BIBMOu8i,74,2017-12-20,35070488,117,Finesse - Remix; feat. Cardi B,Bruno Mars,268229,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,01/01/2019,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,audio_features,3Vo4wInECJQuz9BIBMOu8i,spotify:track:3Vo4wInECJQuz9BIBMOu8i,https://api.spotify.com/v1/tracks/3Vo4wInECJQuz9BIBMOu8i,https://api.spotify.com/v1/audio-analysis/3Vo4wInECJQuz9BIBMOu8i,217289,4
14563,Bruno Mars,Finesse - Remix; feat. Cardi B,3Vo4wInECJQuz9BIBMOu8i,74,2017-12-20,35070488,178,Finesse - Remix; feat. Cardi B,Bruno Mars,194124,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,07/01/2018,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,audio_features,3Vo4wInECJQuz9BIBMOu8i,spotify:track:3Vo4wInECJQuz9BIBMOu8i,https://api.spotify.com/v1/tracks/3Vo4wInECJQuz9BIBMOu8i,https://api.spotify.com/v1/audio-analysis/3Vo4wInECJQuz9BIBMOu8i,217289,4
14565,Migos,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,77,2018-01-26,11876817,118,Walk It Talk It,Migos,265381,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP,01/01/2019,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,audio_features,6n4U3TlzUGhdSFbUUhTvLP,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,https://api.spotify.com/v1/tracks/6n4U3TlzUGhdSFbUUhTvLP,https://api.spotify.com/v1/audio-analysis/6n4U3TlzUGhdSFbUUhTvLP,276147,4
14568,Migos,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,77,2018-01-26,11876817,58,Walk It Talk It,Migos,435776,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP,07/01/2018,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,audio_features,6n4U3TlzUGhdSFbUUhTvLP,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,https://api.spotify.com/v1/tracks/6n4U3TlzUGhdSFbUUhTvLP,https://api.spotify.com/v1/audio-analysis/6n4U3TlzUGhdSFbUUhTvLP,276147,4
14571,Migos,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,77,2018-01-26,11876817,149,Walk It Talk It,Migos,250774,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP,10/01/2018,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,audio_features,6n4U3TlzUGhdSFbUUhTvLP,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,https://api.spotify.com/v1/tracks/6n4U3TlzUGhdSFbUUhTvLP,https://api.spotify.com/v1/audio-analysis/6n4U3TlzUGhdSFbUUhTvLP,276147,4
14574,Imagine Dragons,Bad Liar,2RSHsoi04658QL5xgQVov3,79,2018-11-09,36470371,120,Bad Liar,Imagine Dragons,263920,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,01/01/2019,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,audio_features,2RSHsoi04658QL5xgQVov3,spotify:track:2RSHsoi04658QL5xgQVov3,https://api.spotify.com/v1/tracks/2RSHsoi04658QL5xgQVov3,https://api.spotify.com/v1/audio-analysis/2RSHsoi04658QL5xgQVov3,260773,4
14575,Eminem,Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,75,2018-08-31,49036795,122,Lucky You (feat. Joyner Lucas),Eminem,261265,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,01/01/2019,0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,audio_features,60SdxE8apGAxMiRrpbmLY0,spotify:track:60SdxE8apGAxMiRrpbmLY0,https://api.spotify.com/v1/tracks/60SdxE8apGAxMiRrpbmLY0,https://api.spotify.com/v1/audio-analysis/60SdxE8apGAxMiRrpbmLY0,244679,4
14577,Eminem,Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,75,2018-08-31,49036795,23,Lucky You (feat. Joyner Lucas),Eminem,827707,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,10/01/2018,0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,audio_features,60SdxE8apGAxMiRrpbmLY0,spotify:track:60SdxE8apGAxMiRrpbmLY0,https://api.spotify.com/v1/tracks/60SdxE8apGAxMiRrpbmLY0,https://api.spotify.com/v1/audio-analysis/60SdxE8apGAxMiRrpbmLY0,244679,4
14579,Imagine Dragons,Natural,2FY7b99s15jUprqC0M5NCT,80,2018-11-09,36470371,123,Natural,Imagine Dragons,259324,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,01/01/2019,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,audio_features,2FY7b99s15jUprqC0M5NCT,spotify:track:2FY7b99s15jUprqC0M5NCT,https://api.spotify.com/v1/tracks/2FY7b99s15jUprqC0M5NCT,https://api.spotify.com/v1/audio-analysis/2FY7b99s15jUprqC0M5NCT,189467,4
14581,Imagine Dragons,Natural,2FY7b99s15jUprqC0M5NCT,80,2018-11-09,36470371,48,Natural,Imagine Dragons,529928,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP,10/01/2018,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,audio_features,2FY7b99s15jUprqC0M5NCT,spotify:track:2FY7b99s15jUprqC0M5NCT,https://api.spotify.com/v1/tracks/2FY7b99s15jUprqC0M5NCT,https://api.spotify.com/v1/audio-analysis/2FY7b99s15jUprqC0M5NCT,189467,4
14583,Nicki Minaj,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",4Uy3kNxW2kB8AEoXljEcth,62,2018-12-14,22986386,126,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,257043,https://open.spotify.com/track/4Uy3kNxW2kB8AEoXljEcth,01/01/2019,0.766,0.881,9,-5.158,0,0.137,0.0166,2.3e-06,0.347,0.674,112.027,audio_features,4Uy3kNxW2kB8AEoXljEcth,spotify:track:4Uy3kNxW2kB8AEoXljEcth,https://api.spotify.com/v1/tracks/4Uy3kNxW2kB8AEoXljEcth,https://api.spotify.com/v1/audio-analysis/4Uy3kNxW2kB8AEoXljEcth,174893,5
14584,Quavo,WORKIN ME,4MAsYGSgxsaj73dC2lvFC4,59,2018-10-12,5294712,127,WORKIN ME,Quavo,256074,https://open.spotify.com/track/4MAsYGSgxsaj73dC2lvFC4,01/01/2019,0.792,0.657,8,-4.245,1,0.191,0.205,4.1e-06,0.196,0.228,169.969,audio_features,4MAsYGSgxsaj73dC2lvFC4,spotify:track:4MAsYGSgxsaj73dC2lvFC4,https://api.spotify.com/v1/tracks/4MAsYGSgxsaj73dC2lvFC4,https://api.spotify.com/v1/audio-analysis/4MAsYGSgxsaj73dC2lvFC4,169657,4
14586,Quavo,WORKIN ME,4MAsYGSgxsaj73dC2lvFC4,59,2018-10-12,5294712,107,WORKIN ME,Quavo,330894,https://open.spotify.com/track/33tNYw9oMtSkGe27NpgS64,10/01/2018,0.792,0.657,8,-4.245,1,0.191,0.205,4.1e-06,0.196,0.228,169.969,audio_features,4MAsYGSgxsaj73dC2lvFC4,spotify:track:4MAsYGSgxsaj73dC2lvFC4,https://api.spotify.com/v1/tracks/4MAsYGSgxsaj73dC2lvFC4,https://api.spotify.com/v1/audio-analysis/4MAsYGSgxsaj73dC2lvFC4,169657,4
14588,Lil Uzi Vert,New Patek,0Fpen1PTuEnCmOJtUU9Iud,68,2018-09-18,12271144,128,New Patek,Lil Uzi Vert,255025,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud,01/01/2019,0.85,0.785,8,-4.963,0,0.345,0.0367,0.0,0.155,0.718,145.063,audio_features,0Fpen1PTuEnCmOJtUU9Iud,spotify:track:0Fpen1PTuEnCmOJtUU9Iud,https://api.spotify.com/v1/tracks/0Fpen1PTuEnCmOJtUU9Iud,https://api.spotify.com/v1/audio-analysis/0Fpen1PTuEnCmOJtUU9Iud,343099,4
14590,Lil Uzi Vert,New Patek,0Fpen1PTuEnCmOJtUU9Iud,68,2018-09-18,12271144,20,New Patek,Lil Uzi Vert,899920,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud,10/01/2018,0.85,0.785,8,-4.963,0,0.345,0.0367,0.0,0.155,0.718,145.063,audio_features,0Fpen1PTuEnCmOJtUU9Iud,spotify:track:0Fpen1PTuEnCmOJtUU9Iud,https://api.spotify.com/v1/tracks/0Fpen1PTuEnCmOJtUU9Iud,https://api.spotify.com/v1/audio-analysis/0Fpen1PTuEnCmOJtUU9Iud,343099,4
14592,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,82,2018-05-25,10088582,134,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,241730,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,01/01/2019,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,audio_features,7ycWLEP1GsNjVvcjawXz3z,spotify:track:7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/tracks/7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/audio-analysis/7ycWLEP1GsNjVvcjawXz3z,205040,4
14595,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,82,2018-05-25,10088582,61,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,417225,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,07/01/2018,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,audio_features,7ycWLEP1GsNjVvcjawXz3z,spotify:track:7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/tracks/7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/audio-analysis/7ycWLEP1GsNjVvcjawXz3z,205040,4
14598,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,82,2018-05-25,10088582,88,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,382820,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,10/01/2018,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,audio_features,7ycWLEP1GsNjVvcjawXz3z,spotify:track:7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/tracks/7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/audio-analysis/7ycWLEP1GsNjVvcjawXz3z,205040,4
14601,Ella Mai,Trip,6CTWathupIiDs7U4InHnDA,74,2018-10-12,3915909,143,Trip,Ella Mai,235047,https://open.spotify.com/track/6CTWathupIiDs7U4InHnDA,01/01/2019,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,audio_features,6CTWathupIiDs7U4InHnDA,spotify:track:6CTWathupIiDs7U4InHnDA,https://api.spotify.com/v1/tracks/6CTWathupIiDs7U4InHnDA,https://api.spotify.com/v1/audio-analysis/6CTWathupIiDs7U4InHnDA,213993,4
14603,Ella Mai,Trip,6CTWathupIiDs7U4InHnDA,74,2018-10-12,3915909,71,Trip,Ella Mai,446013,https://open.spotify.com/track/7noud145AHZGg74vpWOsCa,10/01/2018,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,audio_features,6CTWathupIiDs7U4InHnDA,spotify:track:6CTWathupIiDs7U4InHnDA,https://api.spotify.com/v1/tracks/6CTWathupIiDs7U4InHnDA,https://api.spotify.com/v1/audio-analysis/6CTWathupIiDs7U4InHnDA,213993,4
14605,Zara Larsson,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,70,2018-10-18,9372695,144,Ruin My Life,Zara Larsson,234804,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,01/01/2019,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,audio_features,5tAa8Uaqr4VvA3693mbIhU,spotify:track:5tAa8Uaqr4VvA3693mbIhU,https://api.spotify.com/v1/tracks/5tAa8Uaqr4VvA3693mbIhU,https://api.spotify.com/v1/audio-analysis/5tAa8Uaqr4VvA3693mbIhU,190932,4
14606,21 Savage,1.5,2wOXxtHZgRkkrkEbKLzzqs,58,2018-12-21,10322555,147,1.5,21 Savage,232882,https://open.spotify.com/track/2wOXxtHZgRkkrkEbKLzzqs,01/01/2019,0.885,0.52,1,-8.353,1,0.359,0.000244,1.16e-06,0.454,0.306,84.022,audio_features,2wOXxtHZgRkkrkEbKLzzqs,spotify:track:2wOXxtHZgRkkrkEbKLzzqs,https://api.spotify.com/v1/tracks/2wOXxtHZgRkkrkEbKLzzqs,https://api.spotify.com/v1/audio-analysis/2wOXxtHZgRkkrkEbKLzzqs,148656,4
14607,Aminé,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,76,2018-08-15,1671100,155,REEL IT IN,Aminé,224668,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY,01/01/2019,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,audio_features,5qHirGR7M9tdm6C17DlzSY,spotify:track:5qHirGR7M9tdm6C17DlzSY,https://api.spotify.com/v1/tracks/5qHirGR7M9tdm6C17DlzSY,https://api.spotify.com/v1/audio-analysis/5qHirGR7M9tdm6C17DlzSY,121347,4
14609,Aminé,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,76,2018-08-15,1671100,75,REEL IT IN,Aminé,439292,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY,10/01/2018,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,audio_features,5qHirGR7M9tdm6C17DlzSY,spotify:track:5qHirGR7M9tdm6C17DlzSY,https://api.spotify.com/v1/tracks/5qHirGR7M9tdm6C17DlzSY,https://api.spotify.com/v1/audio-analysis/5qHirGR7M9tdm6C17DlzSY,121347,4
14611,XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,85,2018-03-16,31884431,158,Hope,XXXTENTACION,222193,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah,01/01/2019,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,audio_features,2ZRo7axmMPeSVUvDbGkJah,spotify:track:2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/tracks/2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/audio-analysis/2ZRo7axmMPeSVUvDbGkJah,110886,4
14614,XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,85,2018-03-16,31884431,60,Hope,XXXTENTACION,426495,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah,07/01/2018,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,audio_features,2ZRo7axmMPeSVUvDbGkJah,spotify:track:2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/tracks/2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/audio-analysis/2ZRo7axmMPeSVUvDbGkJah,110886,4
14617,XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,85,2018-03-16,31884431,98,Hope,XXXTENTACION,342830,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah,10/01/2018,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,audio_features,2ZRo7axmMPeSVUvDbGkJah,spotify:track:2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/tracks/2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/audio-analysis/2ZRo7axmMPeSVUvDbGkJah,110886,4
14620,Clean Bandit,Solo (feat. Demi Lovato),6kPJZM97LwdG9QIsT7khp6,73,2018-05-17,4535614,159,Solo (feat. Demi Lovato),Clean Bandit,221999,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,01/01/2019,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,audio_features,6kPJZM97LwdG9QIsT7khp6,spotify:track:6kPJZM97LwdG9QIsT7khp6,https://api.spotify.com/v1/tracks/6kPJZM97LwdG9QIsT7khp6,https://api.spotify.com/v1/audio-analysis/6kPJZM97LwdG9QIsT7khp6,222653,4
14622,Clean Bandit,Solo (feat. Demi Lovato),6kPJZM97LwdG9QIsT7khp6,73,2018-05-17,4535614,70,Solo (feat. Demi Lovato),Clean Bandit,370485,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6,07/01/2018,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,audio_features,6kPJZM97LwdG9QIsT7khp6,spotify:track:6kPJZM97LwdG9QIsT7khp6,https://api.spotify.com/v1/tracks/6kPJZM97LwdG9QIsT7khp6,https://api.spotify.com/v1/audio-analysis/6kPJZM97LwdG9QIsT7khp6,222653,4
14624,Comethazine,Walk,0sVcnEo2jnUnr3p7uVDZ9o,67,2018-08-24,1746435,160,Walk,Comethazine,221935,https://open.spotify.com/track/21kOVEG3bDCVphKhXL8XmQ,01/01/2019,0.828,0.795,1,-6.188,1,0.26,0.228,0.0,0.307,0.739,160.099,audio_features,0sVcnEo2jnUnr3p7uVDZ9o,spotify:track:0sVcnEo2jnUnr3p7uVDZ9o,https://api.spotify.com/v1/tracks/0sVcnEo2jnUnr3p7uVDZ9o,https://api.spotify.com/v1/audio-analysis/0sVcnEo2jnUnr3p7uVDZ9o,96064,4
14625,Lil Skies,Nowadays (feat. Landon Cube),2u7mxWSeoqTXndK5e08jMp,71,2017-12-12,4748190,161,Nowadays (feat. Landon Cube),Lil Skies,220676,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp,01/01/2019,0.745,0.646,6,-6.987,0,0.17,0.157,0.0,0.338,0.46,79.993,audio_features,2u7mxWSeoqTXndK5e08jMp,spotify:track:2u7mxWSeoqTXndK5e08jMp,https://api.spotify.com/v1/tracks/2u7mxWSeoqTXndK5e08jMp,https://api.spotify.com/v1/audio-analysis/2u7mxWSeoqTXndK5e08jMp,203908,4
14628,Lil Skies,Nowadays (feat. Landon Cube),2u7mxWSeoqTXndK5e08jMp,71,2017-12-12,4748190,110,Nowadays (feat. Landon Cube),Lil Skies,264518,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp,07/01/2018,0.745,0.646,6,-6.987,0,0.17,0.157,0.0,0.338,0.46,79.993,audio_features,2u7mxWSeoqTXndK5e08jMp,spotify:track:2u7mxWSeoqTXndK5e08jMp,https://api.spotify.com/v1/tracks/2u7mxWSeoqTXndK5e08jMp,https://api.spotify.com/v1/audio-analysis/2u7mxWSeoqTXndK5e08jMp,203908,4
14631,Lil Skies,Nowadays (feat. Landon Cube),2u7mxWSeoqTXndK5e08jMp,71,2017-12-12,4748190,134,Nowadays (feat. Landon Cube),Lil Skies,270093,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp,10/01/2018,0.745,0.646,6,-6.987,0,0.17,0.157,0.0,0.338,0.46,79.993,audio_features,2u7mxWSeoqTXndK5e08jMp,spotify:track:2u7mxWSeoqTXndK5e08jMp,https://api.spotify.com/v1/tracks/2u7mxWSeoqTXndK5e08jMp,https://api.spotify.com/v1/audio-analysis/2u7mxWSeoqTXndK5e08jMp,203908,4
