,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,RAPSTAR,"Polo G",1771664,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
2,"Kiss Me More (feat. SZA)","Doja Cat",1767707,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
3,"MONTERO (Call Me By Your Name)","Lil Nas X",1444599,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
4,"Your Power","Billie Eilish",1349395,https://open.spotify.com/track/5qNh5WtzMbfpSj2jLlBkoD
5,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1343265,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
6,"Levitating (feat. DaBaby)","Dua Lipa",1284080,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
7,"deja vu","Olivia Rodrigo",995840,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
8,"Astronaut In The Ocean","Masked Wolf",974630,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
9,"Leave The Door Open","Bruno Mars",843832,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
10,Up,"Cardi B",826639,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
11,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",816205,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
12,"Heartbreak Anniversary",Giveon,800282,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
13,"Heat Waves","Glass Animals",763039,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
14,"Wants and Needs (feat. Lil Baby)",Drake,724996,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
15,"Best Friend (feat. Doja Cat)",Saweetie,709643,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
16,"Calling My Phone","Lil Tjay",704339,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
17,telepatía,"Kali Uchis",670927,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
18,"Solid (feat. Drake)","Young Stoner Life",659550,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
19,Streets,"Doja Cat",656354,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
20,"WITHOUT YOU (with Miley Cyrus)","The Kid LAROI",652111,https://open.spotify.com/track/1EHUQesfVKwbthtNcpBi9g
21,"drivers license","Olivia Rodrigo",642804,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
22,"Good Days",SZA,634229,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
23,DÁKITI,"Bad Bunny",617659,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
24,"Blinding Lights","The Weeknd",577107,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
25,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled",572432,https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz
26,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",569569,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
27,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","DJ Khaled",544985,https://open.spotify.com/track/20GrahbI4AzAOWxpYfDKkf
28,"What’s Next",Drake,540055,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
29,"Mood (feat. iann dior)",24kGoldn,525550,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
30,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",514428,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
31,"Hold On","Justin Bieber",506798,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
32,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",499349,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
33,"Goosebumps - Remix","Travis Scott",498270,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
34,"durag activity (with Travis Scott)","Baby Keem",482345,https://open.spotify.com/track/4JJcP0Rv9AgyPD6ZGaC8EE
35,"Martin & Gina","Polo G",482256,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
36,"my ex's best friend (with blackbear)","Machine Gun Kelly",479537,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
37,"love race (feat. Kellin Quinn)","Machine Gun Kelly",475106,https://open.spotify.com/track/1F9kEuwT29fgqlovIclu81
38,"Ramen & OJ","Joyner Lucas",456621,https://open.spotify.com/track/4TIqzdAssasqx3DAe6cG9J
39,"Save Your Tears","The Weeknd",452791,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
40,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,431825,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
41,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",431456,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
42,"Sweater Weather","The Neighbourhood",419429,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
43,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",416309,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
44,"On Me (Remix) (with Megan Thee Stallion)","Lil Baby",413569,https://open.spotify.com/track/589jILaMtVqRiVxubmnLiF
45,Runaway,AURORA,412500,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
46,Fiel,"Los Legendarios",411269,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
47,Ski,"Young Stoner Life",404507,https://open.spotify.com/track/6755DFiZ7CWe2WMdTGW5C1
48,"WAP (feat. Megan Thee Stallion)","Cardi B",400493,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
49,"LET IT GO (feat. Justin Bieber & 21 Savage)","DJ Khaled",390656,https://open.spotify.com/track/1cEhrSF6EylAEqdhUGuNpX
50,"Big Gangsta","Kevin Gates",390358,https://open.spotify.com/track/03ERnTvSV5fy8WAyvA4uNP
