,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,positions,"Ariana Grande",1345296,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
2,34+35,"Ariana Grande",1200471,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
3,"Mood (feat. iann dior)",24kGoldn,1042036,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
4,"WAP (feat. Megan Thee Stallion)","Cardi B",1018330,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
5,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1018072,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
6,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",903113,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
7,"motive (with Doja Cat)","Ariana Grande",852513,https://open.spotify.com/track/5GkQIP5mWPi4KZLLXeuFTT
8,"Laugh Now Cry Later (feat. Lil Durk)",Drake,775162,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
9,DÁKITI,"Bad Bunny",725199,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS
10,"What You Know Bout Love","Pop Smoke",716315,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
11,"off the table (with The Weeknd)","Ariana Grande",709740,https://open.spotify.com/track/7E1jVNoWuemqUryI4FxsVD
12,pov,"Ariana Grande",691609,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
13,"just like magic","Ariana Grande",681053,https://open.spotify.com/track/7Dx9Z6Aon1qPS2N0rHSWTe
14,"Blinding Lights","The Weeknd",680897,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
15,Thriller,"Michael Jackson",625114,https://open.spotify.com/track/3S2R0EVwBSAVMd5UMgKTL0
16,"Monster Mash","Bobby ""Boris"" Pickett",623290,https://open.spotify.com/track/0xxZY5C9xxij3D1HkzbnfC
17,"Tyler Herro","Jack Harlow",617864,https://open.spotify.com/track/4DuUwzP4ALMqpquHU0ltAB
18,"Forever After All","Luke Combs",613219,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew
19,nasty,"Ariana Grande",599537,https://open.spotify.com/track/0sci7ppTZFm4mjcH3nu8yO
20,"shut up","Ariana Grande",598172,https://open.spotify.com/track/3ko9jEHNt4O5fjKN65ULJp
21,"safety net (feat. Ty Dolla $ign)","Ariana Grande",598104,https://open.spotify.com/track/14gkWVFMwdxBMyqBw1wmIg
22,"Holy (feat. Chance The Rapper)","Justin Bieber",562208,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
23,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,556759,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
24,"Come & Go (with Marshmello)","Juice WRLD",549667,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
25,"six thirty","Ariana Grande",547324,https://open.spotify.com/track/2IKJtXeR5UsaUjZB46fTOK
26,"Put Your Records On","Ritt Momney",545559,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
27,"Lonely (with benny blanco)","Justin Bieber",542840,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
28,"my hair","Ariana Grande",540261,https://open.spotify.com/track/6u7gmPOz7pzzaeR9xSBpsR
29,Ghostbusters,"Ray Parker Jr.",517699,https://open.spotify.com/track/6thXB4RmajS4oZPNiBAKy0
30,"Wishing Well","Juice WRLD",504589,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
31,obvious,"Ariana Grande",489211,https://open.spotify.com/track/0q85C1JiECyYIQthz1posA
32,"POPSTAR (feat. Drake)","DJ Khaled",482088,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
33,Dynamite,BTS,481499,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
