,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"The Box","Roddy Ricch",3085385,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,"Life Is Good (feat. Drake)",Future,1824364,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
3,"Godzilla (feat. Juice WRLD)",Eminem,1350456,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
4,ROXANNE,"Arizona Zervas",1250031,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
5,"I Do It (ft. Big Sean, Lil Baby)","Lil Wayne",1046464,https://open.spotify.com/track/1bRO28yzxgO3y3UmNR29TZ
6,Falling,"Trevor Daniel",1014076,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
7,"Blinding Lights","The Weeknd",1013489,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
8,Suicidal,"YNW Melly",993749,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
9,Circles,"Post Malone",973543,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
10,"everything i wanted","Billie Eilish",940668,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
11,"Dance Monkey","Tones And I",935550,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
12,BOP,DaBaby,933998,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
13,"High Fashion (feat. Mustard)","Roddy Ricch",916119,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
14,"Ballin' (with Roddy Ricch)",Mustard,886214,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
15,"Don't Start Now","Dua Lipa",873589,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
16,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",867339,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
17,Yummy,"Justin Bieber",802310,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
18,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,780819,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
19,"Say So","Doja Cat",734840,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
20,"You should be sad",Halsey,730305,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
21,"Futsal Shuffle 2020","Lil Uzi Vert",691965,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
22,Woah,"Lil Baby",671973,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
23,"Good News","Mac Miller",651767,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY
