,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",1801742,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
2,Panini,"Lil Nas X",1620646,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
3,"Money In The Grave (Drake ft. Rick Ross)",Drake,1537161,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
4,"Truth Hurts",Lizzo,1214445,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
5,"Beautiful People (feat. Khalid)","Ed Sheeran",1206852,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97
6,"bad guy","Billie Eilish",1160279,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
7,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",1100234,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
8,Ransom,"Lil Tecca",1099739,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
9,Rodeo,"Lil Nas X",1059249,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n
10,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1002561,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
11,"You Need To Calm Down","Taylor Swift",973739,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
12,"I Don't Care (with Justin Bieber)","Ed Sheeran",930013,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
13,Suge,DaBaby,918061,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
14,"The London (feat. J. Cole & Travis Scott)","Young Thug",909145,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
15,"No Guidance (feat. Drake)","Chris Brown",796233,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
16,"Pop Out (feat. Lil Tjay)","Polo G",793209,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
17,"It's You","Ali Gatie",783495,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
18,EARFQUAKE,"Tyler, The Creator",744243,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
19,"One Thing Right",Marshmello,724713,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
20,"Talk (feat. Disclosure)",Khalid,713781,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
21,"Go Loko (feat. Tyga, Jon Z)",YG,675272,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
22,"Call You Mine (feat. Bebe Rexha)","The Chainsmokers",663028,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
23,Lalala,Y2K,662117,https://open.spotify.com/track/07rmSXN6vNoquX1AsWd9pP
24,"Never Really Over","Katy Perry",656584,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
25,"If I Can't Have You","Shawn Mendes",627519,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
26,Wow.,"Post Malone",600142,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
27,"On A Roll","Ashley O",589459,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m
28,"MIDDLE CHILD","J. Cole",576941,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
29,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",574192,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
30,"Higher Love",Kygo,572091,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
31,"QUE PRETENDES","J Balvin",564658,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
32,"Only Human","Jonas Brothers",551410,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
33,"Old Town Road","Lil Nas X",551337,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
34,"Don't Check On Me (feat. Justin Bieber & Ink)","Chris Brown",547345,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk
35,Sucker,"Jonas Brothers",544430,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
36,"Sanguine Paradise","Lil Uzi Vert",533192,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
37,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",502296,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
38,"when the party's over","Billie Eilish",497880,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
39,"Pure Water (with Migos)",Mustard,491846,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8
40,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",489192,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
41,"7 rings","Ariana Grande",487802,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
42,"Going Bad (feat. Drake)","Meek Mill",480135,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
43,Better,Khalid,461388,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
44,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",457988,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
45,"Murder On My Mind","YNW Melly",453734,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
46,"Shotta Flow","NLE Choppa",448644,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77
47,"The Git Up","Blanco Brown",445007,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
48,"LA CANCIÓN","J Balvin",439574,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
49,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,437025,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
50,Callaita,"Bad Bunny",436703,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
51,"C7osure (You Like)","Lil Nas X",434316,https://open.spotify.com/track/4no0eHn4fEB7tN1yZSXMma
52,"Post Malone (feat. RANI)","Sam Feldt",433900,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU
53,"lovely (with Khalid)","Billie Eilish",430546,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
54,"Eastside (with Halsey & Khalid)","benny blanco",425240,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
55,"Lucid Dreams","Juice WRLD",409066,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
