,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
114,"The Spins","Mac Miller",277136,https://open.spotify.com/track/51pshtuYkgUQnt5huMPbKL
115,Streets,"Doja Cat",274099,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
116,"Dreams - 2004 Remaster","Fleetwood Mac",272378,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
117,"Just for me",PinkPantheress,271161,https://open.spotify.com/track/6OTKVgVpVaVjhRLYizPJKA
118,"NEVER LEFT","Lil Tecca",270170,https://open.spotify.com/track/0soNGRgFn7aq1T4LXtFDMb
119,"Don’t Go (with Justin Bieber & Don Toliver)",Skrillex,269983,https://open.spotify.com/track/55sgQENF3LY1sUcJUwasLl
120,"NOT SOBER (feat. Polo G & Stunna Gambino)","The Kid LAROI",269777,https://open.spotify.com/track/1JXBNvlDEl2epKSJ9EOgKX
121,"Lucid Dreams","Juice WRLD",269363,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
122,"20 Min","Lil Uzi Vert",266266,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
123,"WITHOUT YOU","The Kid LAROI",265656,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
124,"Mr. Brightside","The Killers",264344,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
125,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",264037,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
126,"Daddy Issues","The Neighbourhood",263826,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
127,Heartless,"Kanye West",262903,https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5
128,"Summer of Love (Shawn Mendes & Tainy)","Shawn Mendes",261521,https://open.spotify.com/track/0z8hI3OPS8ADPWtoCjjLl6
129,"Wishing Well","Juice WRLD",261264,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
130,"Late At Night","Roddy Ricch",260552,https://open.spotify.com/track/1fxYz1s15pyZLsJT0Hdh1m
131,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",258959,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
132,goosebumps,"Travis Scott",257018,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
133,"m y . l i f e (with 21 Savage & Morray)","J. Cole",256204,https://open.spotify.com/track/1D3z6HTiQsNmZxjl7F7eoG
134,"Electric Love",BØRNS,255895,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
135,"Calling My Phone","Lil Tjay",255691,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
136,"Forever After All","Luke Combs",253208,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew
137,"p r i d e . i s . t h e . d e v i l (with Lil Baby)","J. Cole",252971,https://open.spotify.com/track/5W8jRrZ6tWrTrqnKRtIQBf
138,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","Jack Harlow",252706,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2
