,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Easy On Me",Adele,1246492,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX
2,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",1108079,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
3,"STAY (with Justin Bieber)","The Kid LAROI",956794,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
4,"Heat Waves","Glass Animals",871832,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
5,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,812365,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
6,"Better Days (NEIKED x Mae Muller x Polo G)",NEIKED,793576,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
7,"Way 2 Sexy (with Future & Young Thug)",Drake,741500,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
8,Shivers,"Ed Sheeran",728900,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
9,"Need to Know","Doja Cat",714086,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
10,"Bad Habits","Ed Sheeran",645506,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
11,"Meet Me At Our Spot","THE ANXIETY",636315,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
12,"Kiss Me More (feat. SZA)","Doja Cat",625356,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
13,"good 4 u","Olivia Rodrigo",618699,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
14,"family ties (with Kendrick Lamar)","Baby Keem",590611,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
15,Woman,"Doja Cat",546211,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
16,"Overpass Graffiti","Ed Sheeran",529421,https://open.spotify.com/track/4btFHqumCO31GksfuBLLv3
17,"THATS WHAT I WANT","Lil Nas X",527317,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
18,"Happier Than Ever","Billie Eilish",521719,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
19,"MONTERO (Call Me By Your Name)","Lil Nas X",515139,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
20,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",497587,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
21,Thriller,"Michael Jackson",488754,https://open.spotify.com/track/3S2R0EVwBSAVMd5UMgKTL0
22,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Nardo Wick",476008,https://open.spotify.com/track/4yNoUQkYf1QF8iYlEzNynH
23,"Cold Heart - PNAU Remix","Elton John",468280,https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39
24,"Dark Red","Steve Lacy",464203,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
25,"Levitating (feat. DaBaby)","Dua Lipa",462585,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
26,"Monster Mash","Bobby ""Boris"" Pickett",462028,https://open.spotify.com/track/0xxZY5C9xxij3D1HkzbnfC
27,"Sweater Weather","The Neighbourhood",460218,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
28,traitor,"Olivia Rodrigo",459639,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
29,"Fair Trade (with Travis Scott)",Drake,453406,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
30,2055,"Sleepy Hallow",447550,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
31,"Jugaste y Sufrí","Eslabon Armado",445238,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4
32,"Blinding Lights","The Weeknd",441193,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
33,"This Is Halloween","Disney Characters",424864,https://open.spotify.com/track/4a9RlnJ0v1T7HgLtps1HvI
34,"Praise God","Kanye West",421712,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
35,Pepas,Farruko,408911,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
36,MONEY,LISA,406275,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
37,"love nwantiti (ah ah ah)",CKay,397495,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
38,RAPSTAR,"Polo G",390248,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
39,Beggin',Måneskin,387182,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
40,"Fancy Like","Walker Hayes",385451,https://open.spotify.com/track/0lnpnsrVaW9elGgRxpDCgE
41,Ghostbusters,"Ray Parker Jr.",383951,https://open.spotify.com/track/6thXB4RmajS4oZPNiBAKy0
42,"Demon High","Lil Uzi Vert",378221,https://open.spotify.com/track/5MAnH0CFbD13INQBsnKI9y
43,"My Universe",Coldplay,377726,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
44,"Life Goes On","Oliver Tree",375364,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
45,"All I Want for Christmas Is You","Mariah Carey",373357,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
46,"Bubbly (with Drake & Travis Scott)","Young Thug",372596,https://open.spotify.com/track/4KDNRh9Oor80z3XIxdWlui
47,"Get Into It (Yuh)","Doja Cat",372025,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
48,"You Right","Doja Cat",369633,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
49,Sky,"Playboi Carti",366580,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ
50,"Girls Want Girls (with Lil Baby)",Drake,365197,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
51,Hurricane,"Kanye West",362405,https://open.spotify.com/track/6Hfu9sc7jvv6coyy2LlzBF
52,"No Role Modelz","J. Cole",348817,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
53,"I Love You So","The Walters",346138,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
54,Ghost,"Justin Bieber",343435,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
55,Freaks,"Surf Curse",328975,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
56,"Wants and Needs (feat. Lil Baby)",Drake,328646,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
57,"Ain't Shit","Doja Cat",328247,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
58,"Está Dañada","Ivan Cornejo",317062,https://open.spotify.com/track/6G2xXQRSZlEzYsUEb3uvuR
59,"deja vu","Olivia Rodrigo",314653,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
60,"Sharing Locations (feat. Lil Baby & Lil Durk)","Meek Mill",310094,https://open.spotify.com/track/3T9BKc4kB7ukeNQrCqv6ZV
61,"Too Easy",Gunna,307533,https://open.spotify.com/track/4eL3XeuGaEoVT8ttDh3hwY
62,"Miss The Rage (feat. Playboi Carti)","Trippie Redd",304462,https://open.spotify.com/track/5gZYpjakt37G3c58FKcQwJ
63,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,302138,https://open.spotify.com/track/30QR0ndUdiiMQMA9g1PGCm
64,YKWIM?,"Yot Club",297634,https://open.spotify.com/track/2vWBUC9djv6BtiGlmKiQaH
65,"drivers license","Olivia Rodrigo",297605,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
66,"Nuestra Canción","Monsieur Periné",295662,https://open.spotify.com/track/5reQI13tWWYDLMrGcUF4Mk
67,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",294558,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
68,"GHOST TOWN","Benson Boone",294145,https://open.spotify.com/track/135Lf4Q0CzlMNfOxbEUsLH
69,"20 Min","Lil Uzi Vert",293688,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
70,"Tell Em",Cochise,292940,https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
71,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,288164,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
72,Moon,"Kanye West",284768,https://open.spotify.com/track/7CC6UbCs4iGsePSzFxYxNn
73,"Somebody's Watching Me - Single Version",Rockwell,284746,https://open.spotify.com/track/69stxc6hQrJHOzoUwOplKs
74,"Thot Shit","Megan Thee Stallion",283277,https://open.spotify.com/track/7FdmHr87G79PDRGy9SPBkZ
75,A-O-K,"Tai Verdes",280352,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
76,"Happier Than Ever - Edit","Billie Eilish",280132,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
77,"Livin It Up (with Post Malone & A$AP Rocky)","Young Thug",276483,https://open.spotify.com/track/7zjEyeBsaw9gV0jofJLfOM
78,"When We Were Young",Adele,272895,https://open.spotify.com/track/6O5TrlFWTYvznd9fMC0VvU
79,"Spooky, Scary Skeletons - Undead Tombstone Remix","Andrew Gold",272129,https://open.spotify.com/track/1sUdq3kWa9dJXHu3eYOUll
80,"Martin & Gina","Polo G",269150,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
81,"Mr. Brightside","The Killers",268792,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
82,masquerade,Siouxxie,267849,https://open.spotify.com/track/64EA2RKyciBwCuVczLH6Ct
83,Toxic,BoyWithUke,267767,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
84,"Good Days",SZA,267165,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
85,Yonaguni,"Bad Bunny",264773,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
86,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",263791,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
87,"All Girls Are The Same","Juice WRLD",262847,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
88,"LOT OF ME","Lil Tecca",262034,https://open.spotify.com/track/2ZXxRC6V6AXzMdbLQZMHSB
89,Circles,"Post Malone",261760,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
90,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",260664,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
91,"Looking Out for You","Joy Again",259575,https://open.spotify.com/track/3jfZ9M23l0L7RxzYMTgBTv
92,"SLOW DANCING IN THE DARK",Joji,259287,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
93,"we fell in love in october","girl in red",258238,https://open.spotify.com/track/1BYZxKSf0aTxp8ZFoeyM3d
94,"Leave The Door Open","Bruno Mars",255936,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
95,"my ex's best friend (with blackbear)","Machine Gun Kelly",255089,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
96,"Not In The Mood (feat. Fivio Foreign & Kay Flock)","Lil Tjay",253734,https://open.spotify.com/track/25GyyK9CyZRiDCsPY51fIT
97,"Daddy Issues","The Neighbourhood",253422,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
98,WFM,Realestk,252960,https://open.spotify.com/track/18ddJHQ7CUzNBiy55L0Xjj
99,505,"Arctic Monkeys",252267,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
100,"Space Song","Beach House",251920,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow
101,"Highway to Hell",AC/DC,251380,https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s
102,"Jocelyn Flores",XXXTENTACION,248785,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
103,"Heartbreak Anniversary",Giveon,248260,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
104,"Rich MF (feat. Polo G & Lil Durk)","Trippie Redd",246818,https://open.spotify.com/track/6cUHiQEECDl5m3WFGQ1GCR
105,"Lucid Dreams","Juice WRLD",246717,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
106,"XO Tour Llif3","Lil Uzi Vert",245101,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
107,"bad guy","Billie Eilish",244099,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
108,"favorite crime","Olivia Rodrigo",243759,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
109,"Buy Dirt","Jordan Davis",242894,https://open.spotify.com/track/69AIpwGNLxr4qS1X5ynx60
110,"Die For You","The Weeknd",242019,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
111,"Watermelon Sugar","Harry Styles",241819,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
112,"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)",Amaarae,241569,https://open.spotify.com/track/15HMh4yxdf4wyxSZSlOgGZ
113,"Take My Breath","The Weeknd",241057,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u
114,Superstition,"Stevie Wonder",241012,https://open.spotify.com/track/4N0TP4Rmj6QQezWV88ARNJ
115,"The Spins","Mac Miller",240596,https://open.spotify.com/track/51pshtuYkgUQnt5huMPbKL
116,"Someone Like You",Adele,239836,https://open.spotify.com/track/5lkpeJwmQKgY3bX2zChjxX
117,"Have Mercy",Chlöe,239313,https://open.spotify.com/track/5SixeLvPsYpk7qq9lo5xYg
118,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",237823,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
119,"First Times","Ed Sheeran",237772,https://open.spotify.com/track/5QYnNhTKsN3kE7OaqILA1U
120,goosebumps,"Travis Scott",237476,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
121,"She Knows (feat. Amber Coffman & Cults)","J. Cole",235541,https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW
122,"Eat It","Megan Thee Stallion",234875,https://open.spotify.com/track/4V5Dv8IjHNTk2YJzU9vgsW
123,"Come & Go (with Marshmello)","Juice WRLD",233719,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
124,Toxic,"Britney Spears",233470,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak
125,"See You Again (feat. Kali Uchis)","Tyler, The Creator",232828,https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB
126,Heather,"Conan Gray",232171,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
127,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",231916,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
128,2step,"Ed Sheeran",231893,https://open.spotify.com/track/2SUxn2O9NHL6GHGQFgwCY0
129,Bored,"Billie Eilish",231832,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
130,DÁKITI,"Bad Bunny",231746,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
131,"Mood (feat. iann dior)",24kGoldn,230927,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
