,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
137,"BUTTERFLY EFFECT","Travis Scott",276397,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
138,"I Fall Apart","Post Malone",274513,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
139,"No Guidance (feat. Drake)","Chris Brown",273777,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
140,"Captain Hook","Megan Thee Stallion",273543,https://open.spotify.com/track/1E3VQQWFQAPJkXfYHjqWoI
141,"Ice Cold","Lil Tjay",273251,https://open.spotify.com/track/40PPqEI8aCgRGrtp23j9ow
142,"PICK UP (feat. Quavo)",DaBaby,272616,https://open.spotify.com/track/5gNOINI5dXZVom2b36LMOd
143,"After Hours","The Weeknd",270653,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
144,VIBEZ,DaBaby,268991,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
145,"Heartless (feat. Morgan Wallen)",Diplo,268370,https://open.spotify.com/track/5mTL8ZHcB2LJdlrR78xJYr
146,"Gimme Love",Joji,268200,https://open.spotify.com/track/2hfoyc7ve6xM4ZEiNIiU1B
147,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,268117,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
148,"Murder On My Mind","YNW Melly",267793,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
149,Falling,"Harry Styles",264898,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
150,"Commercial (feat. Lil Uzi Vert)","Lil Baby",264583,https://open.spotify.com/track/3tDqEKKUs6gf8zMvSuLyLA
151,"The Less I Know The Better","Tame Impala",263218,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
152,EARFQUAKE,"Tyler, The Creator",260411,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
153,"Futsal Shuffle 2020 - Bonus Track","Lil Uzi Vert",259257,https://open.spotify.com/track/2fOlBMkWR7lXJfqp5VTbDG
154,Physical,"Dua Lipa",258909,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
155,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",258383,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
156,F.N,"Lil Tjay",257417,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu
157,"223's (feat. 9lokknine)","YNW Melly",256564,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T
158,"Hate Me (with Juice WRLD)","Ellie Goulding",255939,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
159,"Going Bad (feat. Drake)","Meek Mill",255259,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
160,"JUMP (feat. YoungBoy Never Broke Again)",DaBaby,254330,https://open.spotify.com/track/0oT9ElXYSxvnOOagP9efDq
161,"This City","Sam Fischer",253041,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
162,Maniac,"Conan Gray",251969,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
163,"Pop Out (feat. Lil Tjay)","Polo G",250862,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
164,Boyfriend,"Selena Gomez",249763,https://open.spotify.com/track/4QnC1bIaMSfDQvF4XDhV5M
165,"Without Me",Halsey,249648,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
166,"B.S. (feat. H.E.R.)","Jhené Aiko",247963,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ
167,Señorita,"Shawn Mendes",247810,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
168,"One Man Band","Old Dominion",246134,https://open.spotify.com/track/08dFHFTx6r67MTsYn5ilDR
169,"Armed And Dangerous","Juice WRLD",244768,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
170,Humble,"Lil Baby",244065,https://open.spotify.com/track/6heRfvHrUIIPx9TqRg8SCq
171,Speechless,"Dan + Shay",243635,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
172,"Better Now","Post Malone",242922,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
173,"When It Rains It Pours","Luke Combs",238872,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
174,"The London (feat. J. Cole & Travis Scott)","J. Cole",238534,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
175,"Baby Pluto","Lil Uzi Vert",237635,https://open.spotify.com/track/7hav1MHURQf5SAoPk0egqh
176,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,237488,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
177,"Eastside (with Halsey & Khalid)","benny blanco",237246,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
178,"Magic In The Hamptons (feat. Lil Yachty)","Social House",237019,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
179,"HEART ATTACK (feat. lau.ra)",BRONSON,236969,https://open.spotify.com/track/4esIFtCJ2RUFbJpDGluVG4
180,Camelot,"NLE Choppa",236317,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
181,"Lean Wit Me","Juice WRLD",236094,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
182,"Out Of Love (feat. Internet Money)","Lil Tecca",233681,https://open.spotify.com/track/7rTzrRdc5UbvLr0gwI1J3E
183,"Make No Sense","YoungBoy Never Broke Again",233630,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I
184,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",232526,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
185,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",232456,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
186,"Beautiful People (feat. Khalid)","Ed Sheeran",231670,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
187,"7 rings","Ariana Grande",231148,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
188,Dreamland,"Glass Animals",230891,https://open.spotify.com/track/5Bkw0lMhwk8tF4kMgCCJLv
189,"Baby (Lil Baby feat. DaBaby)","Quality Control",229853,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
190,"Si Veo a Tu Mamá","Bad Bunny",229200,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
191,"ocean eyes","Billie Eilish",228800,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
192,Legends,"Juice WRLD",228267,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
193,"Yes Indeed","Lil Baby",226319,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
194,Tequila,"Dan + Shay",226283,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
195,"Beer Never Broke My Heart","Luke Combs",226187,https://open.spotify.com/track/7aEtlGHoiPAfRB084NiDmx
196,Hurricane,"Luke Combs",225765,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1
197,Moonlight,XXXTENTACION,225749,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
198,"No Role Modelz","J. Cole",225589,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
199,"God's Plan",Drake,225433,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
200,Lady,"Brett Young",225301,https://open.spotify.com/track/3ySLzrN7950dpf1ncttONO
