,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
73,"Make Believe","Juice WRLD",387198,https://open.spotify.com/track/6eiztdXRkooWsBt2xToMWI
74,"Pure Cocaine","Lil Baby",387110,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v
75,"Red Room",Offset,380574,https://open.spotify.com/track/4TWflhgevIGo448fWc6mQq
76,Money,"Cardi B",380129,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
77,"Hussle & Motivate","Nipsey Hussle",376007,https://open.spotify.com/track/2hVtGnJeHOo0EqjzYXNFg5
78,Freaky,"Tory Lanez",375498,https://open.spotify.com/track/0NJp8GyCOWnQh71xKSPfuV
79,"Victory Lap (feat. Stacy Barthe)","Nipsey Hussle",374129,https://open.spotify.com/track/6hkQ6OQ6nhe7QCckH91aGa
80,Self,Khalid,373671,https://open.spotify.com/track/29uWfSrklmIxzRIqFFK9jj
81,"Price On My Head (feat. The Weeknd)",NAV,373659,https://open.spotify.com/track/4RbbzNY4MEcgzewYWkIsGu
82,"Be Alright","Dean Lewis",372155,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k
83,"rockstar (feat. 21 Savage)","Post Malone",371701,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
84,"Sweet but Psycho","Ava Max",371646,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
85,"ocean eyes","Billie Eilish",369225,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
86,"Startender (feat. Offset and Tyga)","A Boogie Wit da Hoodie",360617,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb
87,"Con Calma","Daddy Yankee",358972,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
88,Undrunk,FLETCHER,356460,https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d
89,"Blue Laces 2","Nipsey Hussle",355995,https://open.spotify.com/track/7yB6GF5kgPEoeGE4EAWiJU
90,"Pop Out (feat. Lil Tjay)","Polo G",353357,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
91,"Jocelyn Flores",XXXTENTACION,352494,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
92,"Who Do You Love","The Chainsmokers",348840,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
93,"Wow. - Remix","Post Malone",347881,https://open.spotify.com/track/0fcq51a3gOI6gPvzc0YLsk
94,"SLOW DANCING IN THE DARK",Joji,345372,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
95,Nonstop,Drake,344467,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
96,bellyache,"Billie Eilish",342201,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
97,"Calling My Spirit","Kodak Black",340219,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5
98,"MIA (feat. Drake)","Bad Bunny",338080,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
99,"I Fall Apart","Post Malone",337978,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
100,Empty,"Juice WRLD",337478,https://open.spotify.com/track/41MCdlvXOl62B7Kv86Bb1v
101,"Bohemian Rhapsody - Remastered 2011",Queen,335176,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
102,"Act Up","City Girls",334222,https://open.spotify.com/track/4eIT2gZ0WZyJpgfmoD6saJ
103,"Kills You Slowly","The Chainsmokers",331171,https://open.spotify.com/track/1Pz3QmQFBFuI60rxCQBeW6
104,"Psycho (feat. Ty Dolla $ign)","Post Malone",330496,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
105,NASA,"Ariana Grande",328207,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq
106,Youngblood,"5 Seconds of Summer",326974,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
107,"Legacy (feat. Travis Scott & 21 Savage)",Offset,325088,https://open.spotify.com/track/7pMRoGLEJuFM2wl5pt0R99
108,"All Girls Are The Same","Juice WRLD",323699,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
109,Noticed,"Lil Mosey",323154,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
110,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",322595,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
111,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,321589,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
112,"Taste (feat. Offset)",Tyga,321483,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
113,needy,"Ariana Grande",320476,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ
114,"Yes Indeed","Lil Baby",317188,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
115,"Ric Flair Drip (& Metro Boomin)",Offset,309787,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
116,"I Like It","Cardi B",308967,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
117,"Confessions of a Dangerous Mind",Logic,308001,https://open.spotify.com/track/5CE0V7z1ePOZQNJNpWxYGA
118,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,304624,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
119,"Shotta Flow","NLE Choppa",295539,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77
120,Tequila,"Dan + Shay",291367,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
121,"I Like Me Better",Lauv,285589,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
122,"XO Tour Llif3","Lil Uzi Vert",284622,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
123,"Baila Baila Baila",Ozuna,284002,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
124,"Project Dreams",Marshmello,282817,https://open.spotify.com/track/6GSkLS2y4ZnnZsuRAj975K
125,"Numb Numb Juice","ScHoolboy Q",281795,https://open.spotify.com/track/4dTiQezDWmEOWcdCbWVWMp
126,Speechless,"Dan + Shay",280012,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
127,Congratulations,"Post Malone",279822,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
128,"Worth It","YK Osiris",279714,https://open.spotify.com/track/4XiGKQqbmnMVxDzUj6j3f2
129,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",279217,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
130,"Keanu Reeves",Logic,274628,https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK
131,"Young Dumb & Broke",Khalid,272304,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
132,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",270636,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
133,"Nuketown (feat. Juice WRLD)","Ski Mask The Slump God",270266,https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9
134,"Best Part (feat. Daniel Caesar)",H.E.R.,267932,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
135,imagine,"Ariana Grande",267469,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow
136,"Rap Niggas","Nipsey Hussle",266682,https://open.spotify.com/track/5En0gXQk01BaWoT4q2oVbe
137,"This Feeling","The Chainsmokers",266017,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
138,changes,XXXTENTACION,265528,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
139,"God's Plan",Drake,265341,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
140,"Young Nigga (feat. Puff Daddy)","Nipsey Hussle",264125,https://open.spotify.com/track/0pBcI8Gf1Oe3ziIbE9tBsX
141,"my boy","Billie Eilish",263928,https://open.spotify.com/track/0FQhAHyHGsrbSHvDURmFPn
142,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",262516,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
143,Location,Khalid,262273,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
144,"Die Young","Roddy Ricch",261107,https://open.spotify.com/track/3wLtYwtqvKK2ewelSVPeDK
145,"Tap (feat. Meek Mill)",NAV,260468,https://open.spotify.com/track/1xkMNjOFNCw3OCI7Gtjpjb
146,"Walk Me Home",P!nk,259991,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE
147,"Don't Stop Me Now - Remastered 2011",Queen,258763,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
148,"Con Altura",ROSALÍA,255217,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
149,"Look Alive (feat. Drake)","BlocBoy JB",254402,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
150,"TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix","Tory Lanez",253565,https://open.spotify.com/track/51w9Jbat1pLeWINGCpnQUR
151,"MONOPOLY (with Victoria Monét)","Ariana Grande",253409,https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P
152,"No Role Modelz","J. Cole",252974,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
153,"Beautiful (feat. Camila Cabello)",Bazzi,252534,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
154,"Lean Wit Me","Juice WRLD",251905,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
155,YOSEMITE,"Travis Scott",249478,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
156,"Killer (feat. Drake)","Nipsey Hussle",248728,https://open.spotify.com/track/2uw8vslyCoFLQsoPcIhen5
157,Secreto,"Anuel AA",248564,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
158,bloodline,"Ariana Grande",247634,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX
159,"bad idea","Ariana Grande",246206,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg
160,Mine,Bazzi,245992,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
161,Maze,"Juice WRLD",245940,https://open.spotify.com/track/4mUIe9gfsdtsVP2zFIl74x
162,goosebumps,"Travis Scott",245667,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
163,"Girls Like You (feat. Cardi B) - Cardi B Version","Maroon 5",244365,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
164,"Roses (with Juice WRLD feat. Brendon Urie)","benny blanco",244350,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47
165,"Fine China",Future,243962,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN
166,Feeling,"Juice WRLD",243754,https://open.spotify.com/track/2Jh3UqxnHJMyzMzku4uOtE
167,HUMBLE.,"Kendrick Lamar",243026,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
168,"no tears left to cry","Ariana Grande",240474,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
169,"Last Hurrah","Bebe Rexha",232130,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy
170,"Slime Belief","YoungBoy Never Broke Again",229342,https://open.spotify.com/track/2qGfZAgDe1pV2y5xJAhi6R
171,"The Middle",Zedd,228926,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
172,"Love Lies (with Normani)",Khalid,228056,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
173,"Nice For What",Drake,226268,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
174,Suge,DaBaby,225689,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
175,"Candy Paint","Post Malone",225463,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
176,"Fall Threw (feat. Young Thug & Gunna)","Rich The Kid",225416,https://open.spotify.com/track/4bi9YrkOvmg4Eb7h00AW2c
177,"Everybody Dies In Their Nightmares",XXXTENTACION,224291,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
178,"Hide (feat. Seezyn)","Juice WRLD",223830,https://open.spotify.com/track/6rz0dTA0PdhXImFV5EjM0w
179,"10 Freaky Girls (with 21 Savage)","Metro Boomin",223683,https://open.spotify.com/track/0AluA5RNsa4Cx6XRhf2hWZ
180,"In My Feelings",Drake,222276,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
181,"Lost In Japan","Shawn Mendes",222275,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
182,"Falling Down - Bonus Track","Lil Peep",221716,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
183,"No New Friends",Sia,220749,https://open.spotify.com/track/3Y7a0typ6ik1KscmebXd6D
184,Insomnia,Daya,218774,https://open.spotify.com/track/7hzlzoOwCZ4D3Ow5YZK4kj
185,"fake smile","Ariana Grande",218545,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ
186,"Say You Won't Let Go","James Arthur",217727,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
187,Kamikaze,"Lil Mosey",216989,https://open.spotify.com/track/1iPBD72u3nAyFEeardYuBV
188,"She Got the Best of Me","Luke Combs",215649,https://open.spotify.com/track/698eQRku24PIYPQPHItKlA
189,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,215383,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
190,"Close Friends (Lil Baby & Gunna)","Lil Baby",215049,https://open.spotify.com/track/5nzhL67GpF9szXWg5y509A
191,"Every Season","Roddy Ricch",214706,https://open.spotify.com/track/1ttPzkTSpQUFcEGx8bjerL
192,"No Stylist (feat. Drake)","French Montana",214654,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
193,"I Like Girls (feat. Lil Skies)","PnB Rock",214428,https://open.spotify.com/track/4KXDT3pmPDB9IB6hTUoGpd
194,"Whiskey Glasses","Morgan Wallen",213660,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
195,Lust,"Lil Skies",210988,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
196,"Body (feat. brando)","Loud Luxury",210838,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
197,"Just You and I","Tom Walker",210461,https://open.spotify.com/track/03x2rVJRFUrvwlfxoHd9Mo
198,"Bleed It",Blueface,209366,https://open.spotify.com/track/67fNrBUMc7iWMofdCaoJV9
199,"Another One Bites The Dust - Remastered 2011",Queen,209306,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
200,"Flaws And Sins","Juice WRLD",208593,https://open.spotify.com/track/2BSbCCbaSCzkOEZa6N5901
