,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
94,"when the party's over","Billie Eilish",337155,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
95,"MIDDLE CHILD","J. Cole",333785,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
96,"Watermelon Sugar","Harry Styles",326579,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
97,"Grace (feat. 42 Dugg)","Lil Baby",323496,https://open.spotify.com/track/01JMnRUs2YOK6DDpdQASGY
98,"If the World Was Ending (feat. Julia Michaels)","JP Saxe",323260,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
99,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",315197,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
100,"lovely (with Khalid)","Billie Eilish",314883,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
101,"Before You Go","Lewis Capaldi",311303,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
102,"Murder On My Mind","YNW Melly",308134,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
103,"Pop Out (feat. Lil Tjay)","Polo G",307581,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
104,"No Guidance (feat. Drake)","Chris Brown",306354,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
105,"What A Man Gotta Do","Jonas Brothers",304118,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
106,"Lottery (Renegade)","K CAMP",302790,https://open.spotify.com/track/4dZTZbmJBCCofAExHwefda
107,ON,BTS,301686,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
108,"Baby (Lil Baby feat. DaBaby)","Quality Control",299744,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
109,"Going Bad (feat. Drake)","Meek Mill",299610,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
110,"Jocelyn Flores",XXXTENTACION,297474,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
111,Falling,"Harry Styles",295596,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
112,Camelot,"NLE Choppa",295480,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
113,"Feel Me","Selena Gomez",295127,https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4
114,"SLOW DANCING IN THE DARK",Joji,294857,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
115,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,294695,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
116,SAD!,XXXTENTACION,293809,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
117,EARFQUAKE,"Tyler, The Creator",291337,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
118,Señorita,"Shawn Mendes",290838,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
119,"No Sucker (feat. Moneybagg Yo)","Lil Baby",290098,https://open.spotify.com/track/6A9wHAasMxed0firnDao1K
120,"SICKO MODE","Travis Scott",287040,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
121,"Stuck In A Dream (feat. Gunna)","Lil Mosey",286898,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
122,"Someone Said","Swae Lee",283806,https://open.spotify.com/track/5awaEIMiJboRO7ycF6UOot
123,Dior,"Pop Smoke",283542,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
124,"rockstar (feat. 21 Savage)","Post Malone",283497,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
125,"One Man Band","Old Dominion",281688,https://open.spotify.com/track/08dFHFTx6r67MTsYn5ilDR
126,"Whiskey Glasses","Morgan Wallen",279985,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
127,"Get Ugly","Lil Baby",279072,https://open.spotify.com/track/20Yz5dzjdTCVjXte9KrJbi
128,Maniac,"Conan Gray",278148,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
129,"Hate Me (with Juice WRLD)","Ellie Goulding",277846,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
130,Trust,"Brent Faiyaz",277783,https://open.spotify.com/track/0oufSLnKQDoBFX5mgkDCgR
131,"Start Wit Me (feat. Gunna)","Roddy Ricch",277307,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu
