,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"WAP (feat. Megan Thee Stallion)","Cardi B",1374275,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
2,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1364986,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
3,"Mood (feat. iann dior)",24kGoldn,1317129,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
4,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",1143344,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
5,"Laugh Now Cry Later (feat. Lil Durk)",Drake,1106316,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
6,"Holy (feat. Chance The Rapper)","Justin Bieber",818456,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
7,"FRANCHISE (feat. Young Thug & M.I.A.)","Travis Scott",793718,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ
8,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Tory Lanez",767299,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
9,"What You Know Bout Love","Pop Smoke",745058,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
10,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,734048,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
11,"POPSTAR (feat. Drake)","DJ Khaled",720885,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
12,"my ex's best friend (with blackbear)","Machine Gun Kelly",711930,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
13,"Come & Go (with Marshmello)","Juice WRLD",705290,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
14,Heather,"Conan Gray",703019,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
15,"Wishing Well","Juice WRLD",701734,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
16,Dynamite,BTS,685795,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
17,"Blinding Lights","The Weeknd",670044,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
18,"Dreams - 2004 Remaster","Fleetwood Mac",630769,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
19,"Watermelon Sugar","Harry Styles",611109,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
20,"you broke me first","Tate McRae",579252,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
21,"Put Your Records On","Ritt Momney",574026,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
22,"forget me too (feat. Halsey)","Machine Gun Kelly",571236,https://open.spotify.com/track/1VSuFS7PahCN3SWbOcQ98m
23,"Blueberry Faygo","Lil Mosey",538107,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
24,"Mood Swings (feat. Lil Tjay)","Pop Smoke",536552,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
25,"Heart Of Glass (Live from the iHeart Festival)","Miley Cyrus",520739,https://open.spotify.com/track/5i7ThJfYLAzp2DyZuFpF6j
26,"Martin & Gina","Polo G",510488,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
27,"DOLLAZ ON MY HEAD (feat. Young Thug)",Gunna,481773,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
28,"Savage Love (Laxed - Siren Beat)","Jawsh 685",472582,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
29,"Smile (with The Weeknd)","Juice WRLD",466651,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
30,"Midnight Sky","Miley Cyrus",466230,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
31,"Go Crazy","Chris Brown",465909,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
32,"Wolves (feat. Post Malone)","Big Sean",463711,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ
33,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",441702,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
34,"Be Like That - feat. Swae Lee & Khalid","Kane Brown",440756,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
35,Circles,"Post Malone",435556,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
36,"Lucid Dreams","Juice WRLD",433047,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
37,"Roses - Imanbek Remix","SAINt JHN",431341,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
38,Robbery,"Juice WRLD",422445,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
39,"All Girls Are The Same","Juice WRLD",421087,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
40,"24 (feat. Lil Baby)","Money Man",420589,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5
41,"The Box","Roddy Ricch",417983,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
42,"Before You Go","Lewis Capaldi",401117,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
43,"bloody valentine","Machine Gun Kelly",400309,https://open.spotify.com/track/6mADjHs6FXdroPzEGW6KVJ
44,"death bed (coffee for your head)",Powfu,398454,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
45,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",395686,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
46,"Someone You Loved","Lewis Capaldi",393974,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
47,"7 Summers","Morgan Wallen",389679,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy
48,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",384991,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49
49,"Your Man",Joji,377653,https://open.spotify.com/track/6Vgtvd7I5yopJdBuxqjBd2
50,"Electric Love",BØRNS,375508,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
51,Conversations,"Juice WRLD",369737,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob
52,"We Paid (feat. 42 Dugg)","Lil Baby",365640,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
53,"GREECE (feat. Drake)","DJ Khaled",363198,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
54,Epidemic,"Polo G",362915,https://open.spotify.com/track/170DNUSnQRp1tGpppF26pA
55,"After Party","Don Toliver",359827,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
56,Hawái,Maluma,359588,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
57,"Gimme Love",Joji,358321,https://open.spotify.com/track/5jSBnH9NyaNP5zdSB3pwgu
58,"Adore You","Harry Styles",354230,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
59,"Blastoff (feat. Juice Wrld & Trippie Redd)","Internet Money",353033,https://open.spotify.com/track/7dH9TPjTWQ60wOJkmYay8a
60,"Party Girl",StaySolidRocky,350143,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
61,"Got It On Me","Pop Smoke",345575,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
62,"Head & Heart (feat. MNEK)","Joel Corry",341543,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
63,"Life Is Good (feat. Drake)",Future,334027,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
64,Daylight,Joji,332155,https://open.spotify.com/track/6Ed1q0X8oSKSm4IIhiQbYg
65,goosebumps,"Travis Scott",331237,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
66,Daisy,Ashnikko,328308,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
67,"SLOW DANCING IN THE DARK",Joji,327849,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
68,"Rags2Riches 2 (feat. Lil Baby)","Rod Wave",327364,https://open.spotify.com/track/0qJeyYAgv6UpvewUxRXAhb
69,Righteous,"Juice WRLD",327135,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm
70,"drunk face","Machine Gun Kelly",326360,https://open.spotify.com/track/3k0YJnqMKRZb8swo86vCkq
71,21,"Polo G",325158,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H
72,"Whiskey Glasses","Morgan Wallen",323303,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
73,"Are You Bored Yet? (feat. Clairo)",Wallows,322410,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
74,Sofia,Clairo,322257,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
75,"GO (feat. Juice WRLD)","The Kid LAROI",321029,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ
76,"Intentions (feat. Quavo)","Justin Bieber",318097,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
77,Ew,Joji,315912,https://open.spotify.com/track/3Nc86B5XmDlG1KuEeSLD8x
78,"Breaking Me",Topic,314792,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
79,"Mad at Disney","salem ilese",313699,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
80,"hot girl bummer",blackbear,313589,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
81,"If the World Was Ending (feat. Julia Michaels)","JP Saxe",313305,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
82,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",313115,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
83,"Sunday Best",Surfaces,309746,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
84,"HIGHEST IN THE ROOM","Travis Scott",308848,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
85,cardigan,"Taylor Swift",304076,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
86,"Sweater Weather","The Neighbourhood",301566,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
87,"Still Don't Know My Name",Labrinth,300296,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV
88,"WHATS POPPIN","Jack Harlow",299835,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
89,Dior,"Pop Smoke",299277,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
90,"You Got It",Vedo,299003,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
91,"SICKO MODE","Travis Scott",295456,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
92,"Lets Link",WhoHeem,294961,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5
93,Better,ZAYN,290155,https://open.spotify.com/track/1dLXLETYiZohIZWnse4ypG
94,"Tap In",Saweetie,290147,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD
95,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",289578,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
96,"The Bigger Picture","Lil Baby",288971,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1
97,"Jocelyn Flores",XXXTENTACION,288870,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
98,"Ballin' (with Roddy Ricch)",Mustard,287009,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
99,"Chasin' You","Morgan Wallen",285798,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A
100,"THE SCOTTS","THE SCOTTS",283458,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
101,"Rain On Me (with Ariana Grande)","Lady Gaga",283428,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
102,ROXANNE,"Arizona Zervas",281221,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
103,"Girls in the Hood","Megan Thee Stallion",280806,https://open.spotify.com/track/6WbTTAGKrQtCQvmc5BuYfh
104,"More Than My Hometown","Morgan Wallen",280522,https://open.spotify.com/track/0eBXyY4SatzpE7opnzgXvz
105,"Ice Cream (with Selena Gomez)",BLACKPINK,279834,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX
106,"Toosie Slide",Drake,277261,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
107,Falling,"Trevor Daniel",273646,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
108,Falling,"Harry Styles",272198,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
109,"Money Trees","Kendrick Lamar",270147,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4
110,"Narrow Road (feat. Lil Baby)","NLE Choppa",268864,https://open.spotify.com/track/0mCiEhtdRn5YYhefLXcxI7
111,MODUS,Joji,264938,https://open.spotify.com/track/5BibcbKVdZUuTttSG02JTp
112,"Star Shopping","Lil Peep",264609,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp
113,"Beautiful Crazy","Luke Combs",264246,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
114,"Tongue Tied",Grouplove,263619,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N
